com.samsung.health.food_intake,6212007,4
2022-04-12 10:00:00.000,60.0,,2022-04-13 07:10:15.441,2022-04-13 07:10:15.441,100002,Fettina Impanata,120002,160.2,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,f0e5b4b8-d6bb-4015-bb41-0083e558425d,2d86d69b-8956-44ee-8eac-bbb646cc8b7f,
2022-04-07 19:06:49.552,3.0,,2022-04-07 19:07:18.346,2022-04-07 19:07:18.346,100003,Polpettone,120001,660.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,f522fb08-04c8-428d-8e61-3f0bfaeee4d6,7b31831f-d12e-4454-b628-32e5bb79438e,
2022-04-08 09:04:06.653,1.0,,2022-04-08 09:06:09.869,2022-04-08 09:06:09.869,100004,Nettare di Mela e Banana(Primia),120001,65.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,543c9144-ebc2-4273-b791-f90dcc239cda,dd8d1d67-1535-4793-aa83-8a126ff4b3df,
2022-04-05 08:00:00.000,3.0,,2022-04-05 10:51:35.360,2022-04-05 10:51:35.360,100004,Noci,120001,78.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,0fe78228-ae2e-42f7-a279-e897a61d6952,e2c1077f-1cdf-4db6-9a4e-12919c36c371,
2022-04-12 16:00:00.000,136.0,,2022-04-13 07:13:12.324,2022-04-13 07:13:12.324,100003,Patata Bollita,120002,118.32,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,67e7244e-8dae-43c5-8d7c-2f4bfa25e8d7,a575bbd7-ce77-4660-840b-925b6045fb1d,
2022-04-08 16:00:00.000,800.0,,2022-04-09 10:24:32.812,2022-04-09 10:23:36.763,100003,Alette di Pollo Piccanti(Del Campo),120002,1584.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,666cf27f-91b0-49cf-bd97-153630266334,2bd06491-645b-41ea-8dde-9d0080c3a397,
2022-04-09 08:00:00.000,80.0,,2022-04-09 11:07:03.991,2022-04-09 11:07:03.991,100004,Colomba,120002,174.4,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,41b5fbb0-2172-428d-a214-dcb7e8b5b198,87e9771c-1090-433a-8682-07532803f02d,
2022-04-14 08:31:59.197,1.0,,2022-04-14 08:33:50.543,2022-04-14 08:33:50.543,100001,Latte al Cioccolato,120001,190.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,4423cff7-831c-442a-af26-ef4f432f912c,966315bc-36f1-4b70-98f5-25828c0a333f,
2022-04-05 16:00:00.000,30.0,,2022-04-05 20:55:26.633,2022-04-05 20:55:26.633,100003,Pizza Bianca,120002,111.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,ed490f37-1488-4c23-8cee-c8614e1b44de,5afbf8e8-9cb6-4844-a297-8632748f4738,
2022-04-09 16:00:00.000,100.0,,2022-04-10 07:56:05.728,2022-04-10 07:56:05.728,100003,Pasta Panna e Salmone,120002,275.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,0425f5ed-538d-4abe-a35a-2f6994cfcda9,2690c9a7-34b5-4855-8f95-d62d30fa3192,
2022-04-06 10:35:34.381,3.0,,2022-04-06 10:39:15.738,2022-04-06 10:39:15.738,100002,Prosciutto Crudo,120001,54.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,ce68fd32-662e-42b1-b515-c7387116c060,7d530bef-e469-414b-b137-d2f1481d3729,
2022-04-13 16:00:00.000,100.0,,2022-04-14 14:28:44.685,2022-04-14 14:28:44.685,100003,Spinaci,120002,23.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,4b4ffd33-e4e8-49ef-9e67-b7e7d9a52214,fabbebc4-f905-4018-8a6c-1466725e2627,
2022-04-10 07:56:23.588,3.0,,2022-04-10 08:00:07.587,2022-04-10 08:00:07.587,100001,Lingue di Gatto(Colussi),120001,45.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,a010d3ef-3e56-4ae7-a882-ead1c2cd4efd,73b5a190-0efc-4247-852c-35ef301ac2b1,
2022-04-10 16:00:00.000,80.0,,2022-04-11 05:59:02.962,2022-04-11 05:59:02.962,100003,Riso Bianco,120002,103.2,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d7c56da3-ebad-4417-a905-ff64cf0bef7a,7cafca4c-15c7-4a66-99d9-1ebdab9d8b63,
2022-04-15 09:34:55.846,60.0,,2022-04-15 09:35:54.548,2022-04-15 09:35:39.527,100001,"Protein Berries, Granola & Seeds(Kellogg's)",120002,222.6,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,86361ea0-1711-4935-8ac0-e05bd7b384ba,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
2022-04-06 16:00:00.000,800.0,,2022-04-06 20:51:47.751,2022-04-06 20:51:47.751,100003,Sushi,120002,1138.4615,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,75016058-97c8-428b-8df5-58e5feffdd18,f08905c8-b199-400e-972f-5ede36600969,
2022-04-11 05:59:09.262,30.0,,2022-04-11 06:01:03.615,2022-04-11 06:01:03.615,100001,"Protein Berries, Granola & Seeds(Kellogg's)",120002,111.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,badbd9f8-04c5-4a50-95d1-c56f64d504eb,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
2022-04-15 19:49:47.416,80.0,,2022-04-15 19:53:56.077,2022-04-15 19:53:56.077,100003,Riso,120002,284.8,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,4bb8689a-4820-4da1-b03b-6910b6613e08,d595c1ce-6f48-47a2-b792-7be5a6718553,
2022-04-07 19:06:49.552,1.0,,2022-04-07 19:12:02.677,2022-04-07 19:12:02.677,100003,Pizza Speck e Provola(Cerealia),120001,248.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,83d917a9-3483-4ece-8d65-794cea4874bd,ada39d25-9a44-4459-8aa9-76204e902c2c,
2022-04-11 10:00:00.000,1.0,,2022-04-11 18:49:04.596,2022-04-11 18:49:04.596,100002,Mela,120001,72.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d2484d73-bcbc-4e03-851f-107164108a5b,231fd50f-c92c-4ff5-95d3-59e0563e7e7c,
2022-04-12 07:13:14.457,125.0,,2022-04-12 07:14:07.872,2022-04-12 07:14:07.872,100001,Yogurt Intero Bianco(Colle Maggio),120002,86.25,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,91cc27db-0e47-4542-bc53-940c8d85cf05,ddfbe850-ae68-4a67-af3a-f48a5ea89a9b,
2022-04-05 08:00:00.000,5.0,,2022-04-05 10:51:35.360,2022-04-05 10:51:35.360,100004,Frollini con Panna(I Tesori Del Forno),120002,22.6,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d7c68ae0-06bc-46bf-8e50-ac5cdf3a6b6a,e2ffd0a6-22d0-4f5e-a396-7d5c2540aee0,
2022-04-13 07:10:27.549,150.0,,2022-04-13 07:11:02.473,2022-04-13 07:11:02.473,100001,Yogurt Bianco Cremoso(Buongiorno Natura),120002,94.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,b43a33c9-61f0-4f49-89bf-64e78b5b2182,df129ce4-1197-4c60-8a5c-dac3170fc367,
2022-04-05 16:00:00.000,100.0,,2022-04-05 20:55:26.633,2022-04-05 20:55:26.633,100003,Petto di Pollo,120002,195.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,7227365f-84fe-4cfe-9743-247772a84232,74bc5197-e7e9-4b0e-8e27-bca46649a6df,
2022-04-13 19:00:00.000,1.0,,2022-04-13 23:37:34.841,2022-04-13 23:37:34.841,100006,Fiesta(Ferrero),120001,163.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,21ebb456-c75a-468e-8fa4-f267f8f9ce95,8a05eb0b-3cf9-4650-a98d-d464cb34cedc,
2022-04-14 08:31:59.197,0.3,,2022-04-14 08:33:50.543,2022-04-14 08:33:50.543,100001,Cornetto alla Nutella,120001,75.3,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,6f03864e-bdb2-4328-bf9c-880713b9bac0,93607031-6556-4843-9f94-51587fe7c56d,
2022-04-06 10:35:34.381,1.0,,2022-04-06 10:39:15.738,2022-04-06 10:39:15.738,100002,Pecorino,120001,39.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,32482dbf-0b1f-48fe-ba92-ebe8d1a92d4f,58d1ebf2-8db7-4dba-ad57-7f966bf126d1,
2022-04-13 16:00:00.000,1.0,,2022-04-14 14:28:44.685,2022-04-14 14:28:44.685,100003,Focaccia,120001,166.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,dd7e94a9-b23f-4e7f-928b-965e6d192888,0f3f9ddf-fa6a-4e77-a31b-f1eb4126debc,
2022-04-15 12:49:45.417,280.0,,2022-04-15 12:50:45.986,2022-04-15 12:50:45.986,100002,Petto di Pollo,120002,546.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,eb27c836-85f6-44e7-b888-7c199f5d2186,74bc5197-e7e9-4b0e-8e27-bca46649a6df,
2022-04-06 20:52:04.487,1.0,,2022-04-06 20:52:40.583,2022-04-06 20:52:40.583,100006,Birra Normale,120001,153.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,7fee4a76-4ebd-4d34-9706-a16f490d0490,8f94e437-3d00-43fe-ba76-d388082ef7a4,
2022-04-08 09:04:06.653,2.0,,2022-04-08 10:47:00.252,2022-04-08 10:47:00.252,100004,Caramella Mou(Elah-Dufour),120001,40.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,49dfa0ca-462a-4c82-8184-71512bdbb044,98858539-395c-4218-b0a7-a76f0fc094d3,
2022-04-15 19:49:47.416,30.0,,2022-04-15 19:53:56.077,2022-04-15 19:53:56.077,100003,Pizza Bianca,120002,111.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,e7e532d4-1c86-45a4-8537-2851180453c8,5afbf8e8-9cb6-4844-a297-8632748f4738,
2022-04-08 16:00:00.000,1.0,,2022-04-09 10:23:36.763,2022-04-09 10:23:36.763,100003,La Rossa(Moretti),120001,241.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,6a410205-b0dc-4c67-bb17-37a0927fd2db,2aecda6b-5f43-4ab0-a661-a9703ff1d62f,
2022-04-09 13:05:23.738,100.0,,2022-04-09 13:09:06.062,2022-04-09 13:09:06.062,100002,Pasta al Tonno,120002,210.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d121e6cd-0785-4f76-b2d0-05d4fdbfe9e1,86b24b65-a40a-436d-9863-8af1343c4266,
2022-04-09 16:00:00.000,10.0,,2022-04-10 07:56:05.728,2022-04-10 07:56:05.728,100003,Lingue di Gatto(Colussi),120001,150.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,56cef76b-6717-47fb-808f-ac93315d43b5,73b5a190-0efc-4247-852c-35ef301ac2b1,
2022-04-07 19:06:49.552,1.0,,2022-04-08 06:03:33.806,2022-04-08 06:03:33.806,100003,Mela,120001,72.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,238ce9b6-3e3b-4fa0-8930-c1c21fc65d5d,231fd50f-c92c-4ff5-95d3-59e0563e7e7c,
2022-04-08 12:41:06.124,2.0,,2022-04-08 12:42:32.350,2022-04-08 12:42:32.350,100002,Tramezzini Farciti Prosciutto Cotto(Il Buongustaio),120001,440.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d40c0484-a1ab-4ff7-96d5-836657d9c069,1d9584cd-89ff-4d52-96f3-711763d2b22b,
2022-04-10 07:56:23.588,1.0,,2022-04-10 08:00:07.587,2022-04-10 08:00:07.587,100001,Maxi Choco(Nesquik),120001,100.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,52bbd901-6d04-4928-aa21-5b33ed2bcee6,7409e369-76ba-4b1a-b4c6-e6f020fbc09f,
2022-04-08 19:00:00.000,2.0,,2022-04-09 10:24:02.403,2022-04-09 10:24:02.403,100006,Negroni,120001,364.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,d705ec88-a4a2-495e-849a-1a453eebb49f,69e42880-0ac5-4529-9dfb-a465e8a55829,
2022-04-09 13:05:23.738,1.5,,2022-04-09 13:09:06.062,2022-04-09 13:09:06.062,100002,Uovo Strapazzato,120001,149.25,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,95c34255-0d5c-469a-aed7-7aae2087d434,f85766ad-cc99-47e5-b0df-ed91d1ce001f,
2022-04-10 16:00:00.000,1.0,,2022-04-11 05:59:02.962,2022-04-11 05:59:02.962,100003,Coscia di Pollo,120001,81.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,f4577495-a88d-49dd-8b43-15969279bb5b,a2b2f019-268c-456b-bfdc-d82e77392f4f,
2022-04-09 16:00:00.000,2.0,,2022-04-10 07:56:05.728,2022-04-10 07:56:05.728,100003,Coscia di Pollo,120001,162.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,7c8db5c7-0c97-420e-89bf-bd5e7315a44f,a2b2f019-268c-456b-bfdc-d82e77392f4f,
2022-04-10 12:28:49.218,120.0,,2022-04-10 12:32:40.812,2022-04-10 12:32:40.812,100002,Fettuccine,120002,188.4,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,6961b158-ee49-46a1-a781-fd7cd51c2703,fac3b80b-a34c-4490-b253-560650423e78,
2022-04-11 05:59:09.262,1.0,,2022-04-11 06:01:03.615,2022-04-11 06:01:03.615,100001,Caffè Zuccherato,120001,29.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,a6274a4b-7386-43aa-8884-35c2b37951b3,bc7edd2f-bc04-4d54-9a7f-e7e72638610f,
2022-04-10 16:00:00.000,20.0,,2022-04-11 05:59:02.962,2022-04-11 05:59:02.962,100003,Peperoni,120002,5.2,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,226b53aa-966d-4b6e-9264-53e40d0cae1d,46fde568-b239-4978-9dcc-31d5b3b80291,
2022-04-11 18:57:43.781,1.0,,2022-04-11 19:00:20.127,2022-04-11 19:00:20.127,100003,Mezze Maniche Rigate(Barilla),120001,359.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,68868d27-18f6-4c3d-bc26-ac9a18b01d67,5116b3be-1d03-42c5-93b4-70a4490b2885,
2022-04-11 05:59:09.262,125.0,,2022-04-11 06:01:03.615,2022-04-11 06:01:03.615,100001,Yogurt Magro Bianco(Pam Panorama),120002,50.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,be88ab12-f674-472c-b50f-80971cb95951,3f0fd6fa-104b-47db-a79b-742cdd4b4cb6,
2022-04-11 18:57:43.781,68.0,,2022-04-11 19:00:20.127,2022-04-11 19:00:20.127,100003,Salsiccia di Maiale,120002,235.28,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,0d47d89d-b74e-497c-82e5-5708e7b0bca0,7ca22b78-0dc2-481d-be4b-fec7be9dcc7b,
2022-04-12 08:00:00.000,1.0,,2022-04-12 10:47:00.758,2022-04-12 10:47:00.758,100004,Banana,120001,105.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,ddac6259-1ade-43e6-8daa-e7cc278fb70e,fdab0a03-dc62-45c8-a0aa-edef52ca63c0,
2022-04-12 07:13:14.457,50.0,,2022-04-12 07:14:07.872,2022-04-12 07:14:07.872,100001,"Protein Berries, Granola & Seeds(Kellogg's)",120002,185.5,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,713959e5-50b0-496f-890b-ed6c58e54c95,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
2022-04-13 07:10:27.549,1.0,,2022-04-13 07:11:02.473,2022-04-13 07:11:02.473,100001,Caffè Zuccherato,120001,29.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,6fd3e53e-afdc-40f0-a0b9-8e2b407cacb9,bc7edd2f-bc04-4d54-9a7f-e7e72638610f,
2022-04-13 07:10:27.549,30.0,,2022-04-13 07:11:02.473,2022-04-13 07:11:02.473,100001,"Protein Berries, Granola & Seeds(Kellogg's)",120002,111.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,db78ff14-c2ad-4f69-b697-f168e9ce6d85,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
2022-04-13 16:00:00.000,80.0,,2022-04-14 08:31:51.166,2022-04-14 08:31:51.166,100003,Patate al Forno,120002,73.6,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,2a84ff9c-ae70-4ec0-b91b-7be75b5ea7c9,2b876055-4ea0-4a5a-bb79-b45e71ea6222,
2022-04-13 10:00:00.000,100.0,,2022-04-14 08:35:15.011,2022-04-14 08:35:15.011,100002,Fettina di Vitello,120002,110.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,f566838c-bbce-4bf1-a621-b8417ca65ecd,53b3e0f7-81cf-4370-86f8-0162af37f35d,
2022-04-13 16:00:00.000,100.0,,2022-04-14 08:31:51.166,2022-04-14 08:31:51.166,100003,Arrosto d'agnello,120002,266.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,20de46c9-1a99-451e-83a8-40b122af8823,ebd28148-bed9-4df0-92f2-4c945f587dcd,
2022-04-14 10:00:00.000,50.0,,2022-04-14 14:30:00.357,2022-04-14 14:30:00.357,100002,Arrosto d'agnello,120002,133.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,6d559b14-c7ce-4c29-8b1d-36fe235875f9,ebd28148-bed9-4df0-92f2-4c945f587dcd,
2022-04-15 12:49:45.417,1.0,,2022-04-15 13:12:01.354,2022-04-15 13:12:01.354,100002,Bueno Ice Cream Bar(Kinder),120001,131.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,76da85eb-dd17-4346-9c3b-297f14e5e07e,5d688850-cbec-4c70-b3e1-7a8ef5eb6909,
2022-04-13 10:00:00.000,100.0,,2022-04-14 08:35:15.010,2022-04-14 08:35:15.010,100002,Pasta Amatriciana,120002,183.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,dde49f50-8dd0-4f87-8203-ac8f0fd517e6,7c55a928-e573-480e-be39-8ef15f0c6ffd,
2022-04-15 19:49:47.416,1.0,,2022-04-15 19:53:56.077,2022-04-15 19:53:56.077,100003,Bueno Ice Cream Bar(Kinder),120001,131.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,a6232e24-815f-4045-99a6-94932914d1f6,5d688850-cbec-4c70-b3e1-7a8ef5eb6909,
2022-04-14 10:00:00.000,100.0,,2022-04-14 14:30:00.357,2022-04-14 14:30:00.357,100002,Riso,120001,356.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,c5aed4a9-49a7-4fb2-992c-0d6b3e24cbf8,d595c1ce-6f48-47a2-b792-7be5a6718553,
2022-04-15 12:49:45.417,1.0,,2022-04-15 12:50:45.986,2022-04-15 12:50:45.986,100002,Frittata di Zucchine,120001,195.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,961c3463-e1b0-45bd-80ae-8418c9a21525,7dd1afa3-0a46-4d42-9a93-cf081c9e5617,
2022-04-15 19:49:47.416,1.0,,2022-04-15 19:53:56.077,2022-04-15 19:53:56.077,100003,Frittata di Uova,120001,93.0,UTC+0200,3JD7PDJoKB,,com.sec.android.app.shealth,a501d465-ab96-4857-9108-0620edb48b12,d94a52ec-e789-4359-aaa5-121cf7890fff,
