com.samsung.health.sleep_stage,6212007,6
2022-04-11 13:16:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.497,2022-04-11 15:49:12.497,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 13:17:00.000,ddaa1e89-7462-441e-9f19-33358148c165,
2022-04-11 14:21:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.498,2022-04-11 15:49:12.498,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 14:48:00.000,ae8a143a-efda-45ac-973c-e495f0b3bba1,
2022-06-21 14:56:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.144,2022-06-21 15:30:31.144,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 15:08:00.000,76456f76-5e78-457a-86f6-b168f9f3e5a4,
2022-04-11 14:05:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.498,2022-04-11 15:49:12.498,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 14:21:00.000,889f6205-bfc5-4dd9-947e-71475c41d9d8,
2022-04-13 14:01:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:03:00.000,ea61985c-0e57-4a4e-bc85-c43cc79c90db,
2022-04-14 12:47:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 13:18:00.000,f385a833-e1c7-4908-8284-127f3ec4c10e,
2022-04-13 13:59:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:01:00.000,6a4b21c5-1e35-44da-a5ed-20a76de91c68,
2022-04-14 14:02:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 14:09:00.000,0ff50ae7-f059-405a-bac2-9d2634421d1c,
2022-04-06 23:26:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.076,2022-04-07 05:44:04.076,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-06 23:27:00.000,cfc24516-18c2-4c00-87fe-dd5aa5bcd9ed,
2022-04-16 16:13:00.000,6b397e4b-d423-4c83-b46c-f15a28b164d8,,2022-04-16 17:14:16.733,2022-04-16 17:14:16.733,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-16 16:14:00.000,979b7da9-5c2a-4e3c-bf38-8cfe998a97a7,
2022-04-13 14:32:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.316,2022-04-13 14:42:20.316,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:35:00.000,976fd2a8-2421-42ce-9291-b0da54590ee5,
2022-04-17 12:36:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 12:46:00.000,6f4c88f9-00ac-4b69-a17c-1a9462a6e441,
2022-04-14 13:56:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 14:02:00.000,57d572a9-5f51-4719-89bb-16ebd11a86f8,
2022-04-17 13:43:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 13:52:00.000,69bed241-0342-4a4a-92d5-4bbcfcfeb4ef,
2022-04-16 16:10:00.000,6b397e4b-d423-4c83-b46c-f15a28b164d8,,2022-04-16 17:14:16.732,2022-04-16 17:14:16.732,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-16 16:13:00.000,b1169367-fa47-4355-b447-8b58d556434d,
2022-05-01 13:47:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 13:58:00.000,2032908b-6f67-44a1-b3bc-45328f1d9b2e,
2022-04-06 23:54:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.076,2022-04-07 05:44:04.076,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 00:28:00.000,83b2d6a2-2432-4826-a57e-1fcefb03271e,
2022-05-01 14:30:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:31:00.000,2b022107-c75e-4052-b946-263f7e09690b,
2022-04-17 12:34:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 12:36:00.000,cfbdbaeb-b8e0-4f23-b043-8cdf4dbd8458,
2022-05-01 15:04:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.164,2022-05-01 15:20:08.164,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 15:15:00.000,48a60ace-e6d9-49f4-bb92-3691696b61bf,
2022-05-07 14:57:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:58:00.000,eaeafaa1-66c1-434a-9661-6d8aee0aee9c,
2022-04-17 13:42:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 13:43:00.000,1d4b4994-06e2-460a-b819-a45038d12b98,
2022-05-07 15:23:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:38:00.000,6f119431-5b90-4cbf-9ab0-a2a538d3273c,
2022-05-01 13:44:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.162,2022-05-01 15:20:08.162,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 13:47:00.000,dc5696b4-c82f-4449-84e3-a31eb353b562,
2022-05-13 15:44:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.354,2022-05-13 16:43:17.354,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 15:47:00.000,7639ea5c-5930-418e-b6f2-2c704114565b,
2022-04-07 00:45:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.077,2022-04-07 05:44:04.077,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 00:46:00.000,8d7a36a0-f018-49f9-8850-47a4593a3607,
2022-05-19 13:20:00.000,ec9f60eb-80c4-4566-a62f-b0a32360cb32,,2022-05-19 14:42:10.851,2022-05-19 14:42:10.851,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-19 13:33:00.000,012ffef6-9dba-4b1d-a8ef-bc41700f35e6,
2022-05-01 14:27:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:30:00.000,60c2872b-3f9c-40fb-b76c-27b3c72d668d,
2022-05-20 08:57:00.000,e063d3f9-a9d8-4438-b9b5-11484a78225a,,2022-05-20 10:09:13.380,2022-05-20 10:09:13.380,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-20 09:40:00.000,ebe6722f-5f88-40ba-8110-a22a40432c6e,
2022-05-21 13:21:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.051,2022-05-21 13:52:38.051,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:22:00.000,f43b78ef-7d54-44d3-bdfb-fef57d0d499f,
2022-05-01 15:03:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.164,2022-05-01 15:20:08.164,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 15:04:00.000,ac2f37c1-ea0c-4f35-8e66-a8025e463494,
2022-05-24 15:15:00.000,9ab50ae9-83b5-4877-96cf-9082858a18c1,,2022-05-24 16:43:53.889,2022-05-24 16:43:53.889,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-24 15:29:00.000,0f0a8151-a14b-4da3-8a89-41592ee53246,
2022-04-07 01:25:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.078,2022-04-07 05:44:04.078,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 01:26:00.000,5575303b-ea70-4e88-ac0f-002d6657a362,
2022-05-07 14:54:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:57:00.000,c73deb96-67ed-461f-90c0-0c3fb0b407e0,
2022-05-29 13:53:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.821,2022-05-29 15:33:44.821,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:15:00.000,0f323fb5-798b-46d9-92ce-051cc6e2d0ff,
2022-05-29 14:56:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.823,2022-05-29 15:33:44.823,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:58:00.000,68462d0d-f731-4ed4-805a-9edac6fe43da,
2022-05-07 15:08:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:23:00.000,c9c4c44f-0bbc-4ef7-bfb4-26bfbf035749,
2022-06-21 14:25:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.142,2022-06-21 15:30:31.142,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:49:00.000,fb54e878-f1d4-4300-9251-50a2569f90f2,
2022-06-21 15:11:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.146,2022-06-21 15:30:31.146,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 15:20:00.000,c5df2c6b-eaf4-42b4-a025-57ca69db8414,
2022-05-13 15:28:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.353,2022-05-13 16:43:17.353,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 15:44:00.000,c3c67129-c82d-464b-8d3c-015708d2c348,
2022-04-07 02:02:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.079,2022-04-07 05:44:04.079,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:06:00.000,261773a2-9dd7-4d2a-ad01-2471d4d033ec,
2022-05-13 16:36:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.354,2022-05-13 16:43:17.354,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 16:39:00.000,07f81eae-3e31-4342-b3d1-e092b87e4b8f,
2022-04-07 02:48:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.080,2022-04-07 05:44:04.080,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:49:00.000,5e57c17d-a907-4416-a798-5194a5cae36d,
2022-04-07 03:34:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.081,2022-04-07 05:44:04.081,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 03:35:00.000,07b495cb-7460-4cd4-b5ca-d27191972582,
2022-05-19 14:08:00.000,ec9f60eb-80c4-4566-a62f-b0a32360cb32,,2022-05-19 14:42:10.852,2022-05-19 14:42:10.852,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-19 14:23:00.000,d5e98f13-1bf9-400c-ac1b-1d87e8692b52,
2022-04-07 04:22:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.082,2022-04-07 05:44:04.082,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 04:23:00.000,71fa8f6b-75ea-4e10-8f44-451efb6989db,
2022-05-21 13:12:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.051,2022-05-21 13:52:38.051,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:21:00.000,81c4af5b-e1b6-434d-8fcd-12cece62df1e,
2022-04-07 21:22:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.658,2022-04-08 05:51:03.658,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 21:45:00.000,32001821-fddc-41e3-89aa-b270c6feb0e2,
2022-04-07 22:32:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.659,2022-04-08 05:51:03.659,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 22:45:00.000,2261d82e-587c-4017-9cff-e180ca21ee20,
2022-05-24 14:52:00.000,9ab50ae9-83b5-4877-96cf-9082858a18c1,,2022-05-24 16:43:53.889,2022-05-24 16:43:53.889,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-24 15:15:00.000,98db3adb-057f-4a0e-9a43-22f20bf23dd4,
2022-04-07 23:13:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.660,2022-04-08 05:51:03.660,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:14:00.000,a37e01cf-d610-4583-ba3b-b74b678bfa99,
2022-05-29 13:39:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.821,2022-05-29 15:33:44.821,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 13:53:00.000,7b617939-4564-43af-8bb9-bc23681ec5d2,
2022-04-07 23:36:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.660,2022-04-08 05:51:03.660,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:37:00.000,5d863077-834a-4e74-a832-34426a09b386,
2022-04-08 00:44:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.661,2022-04-08 05:51:03.661,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 00:45:00.000,af0d534e-815d-4919-9676-961f0e8fc3ce,
2022-05-29 14:44:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.823,2022-05-29 15:33:44.823,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:56:00.000,cc64d78a-377a-4996-8ab6-800f4addc26c,
2022-04-08 01:25:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.662,2022-04-08 05:51:03.662,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 01:32:00.000,56e0b0cb-20b1-4b8c-b021-a7217d7661dc,
2022-04-08 01:56:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.663,2022-04-08 05:51:03.663,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 02:43:00.000,c03c6e7a-5e4f-4638-a986-f9ef43c1f63e,
2022-06-21 14:24:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.142,2022-06-21 15:30:31.142,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:25:00.000,86f5cb1a-6b2f-4927-ad73-e683e6e0534d,
2022-04-08 03:37:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.664,2022-04-08 05:51:03.664,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 03:43:00.000,75ba1352-4e32-4091-8e0d-9d6076c69277,
2022-06-21 15:08:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.145,2022-06-21 15:30:31.145,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 15:11:00.000,61355495-003f-45d3-9b9b-ceb70b233ad4,
2022-04-08 04:35:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.665,2022-04-08 05:51:03.665,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:36:00.000,2e41218f-0e8e-4b8b-b328-ea30c4dc290a,
2022-04-08 04:57:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.665,2022-04-08 05:51:03.665,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 05:12:00.000,61242609-d939-4862-8c3e-8ab796a3764b,
2022-04-08 05:38:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.666,2022-04-08 05:51:03.666,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 05:49:00.000,bdc718cc-4b29-4c39-bbd8-55c0617cc8a3,
2022-04-09 21:28:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 21:30:00.000,269acac3-9b6e-467c-abb9-8349b769dbf3,
2022-04-09 22:50:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.732,2022-04-09 23:17:33.732,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 22:56:00.000,699eaf5a-0436-465b-84c5-91df063b6e23,
2022-04-11 13:17:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.497,2022-04-11 15:49:12.497,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 13:26:00.000,85c0583b-0dce-4d27-a4ff-05c3530874e0,
2022-04-13 13:00:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.314,2022-04-13 14:42:20.314,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 13:21:00.000,fab0f9b7-67ac-47ab-af9d-6bf56abf1599,
2022-04-13 14:03:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:07:00.000,1587a2f7-986e-4cbb-b6c2-b002b98d51f4,
2022-04-14 13:18:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 13:20:00.000,8c798391-02fb-4cf2-b56e-2dcc0b3e4dd2,
2022-04-14 14:09:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 14:27:00.000,5d5df712-be0f-438d-98c2-43cc28ad8d1f,
2022-04-16 16:14:00.000,6b397e4b-d423-4c83-b46c-f15a28b164d8,,2022-04-16 17:14:16.734,2022-04-16 17:14:16.734,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-16 16:19:00.000,c6bf3276-1a86-474e-8b32-6177a4b3b64b,
2022-04-17 12:46:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 13:03:00.000,d3260205-a637-4951-b60b-26571e7c7f0c,
2022-04-17 13:52:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 14:00:00.000,410edfec-387a-4853-8559-cb3643c3bc6e,
2022-05-01 13:58:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:01:00.000,c38b0ec5-af6a-48e1-b979-7a4033c193b0,
2022-05-01 14:31:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.164,2022-05-01 15:20:08.164,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:37:00.000,b555e636-a899-4b58-bd78-371003598ebe,
2022-05-07 14:24:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.594,2022-05-07 16:22:13.594,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:36:00.000,81b00687-7034-4245-828d-50462f85202c,
2022-05-07 14:58:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:59:00.000,3a4559e3-b49b-4b21-9c24-42ea1a7f2f4c,
2022-05-07 15:38:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.604,2022-05-07 16:22:13.604,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:43:00.000,90c20205-3766-4ad6-8a92-0a5596b95198,
2022-05-13 15:47:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.354,2022-05-13 16:43:17.354,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 15:48:00.000,901fb944-b45f-4ed3-9314-e91e85b41688,
2022-05-19 13:33:00.000,ec9f60eb-80c4-4566-a62f-b0a32360cb32,,2022-05-19 14:42:10.851,2022-05-19 14:42:10.851,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-19 13:44:00.000,13fcade2-a31d-446e-9b86-d7b43819714e,
2022-05-20 09:40:00.000,e063d3f9-a9d8-4438-b9b5-11484a78225a,,2022-05-20 10:09:13.380,2022-05-20 10:09:13.380,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-20 09:58:00.000,26ebac24-8f62-42a7-9fdb-1a46e0bf05f7,
2022-05-21 13:22:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.052,2022-05-21 13:52:38.052,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:26:00.000,10007b5d-f347-4a3f-b387-bb60a46169bd,
2022-05-24 15:29:00.000,9ab50ae9-83b5-4877-96cf-9082858a18c1,,2022-05-24 16:43:53.889,2022-05-24 16:43:53.889,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-24 15:51:00.000,8fe12310-d3c4-490b-b6ea-f032c8d4c467,
2022-05-29 14:15:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.821,2022-05-29 15:33:44.821,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:17:00.000,dc43255c-797b-4e25-8db4-f6db59db22cc,
2022-05-29 14:58:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.823,2022-05-29 15:33:44.823,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 15:16:00.000,4aebc940-8d3f-4c79-92a6-a7c5c248f0f9,
2022-06-21 14:49:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.143,2022-06-21 15:30:31.143,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:54:00.000,0e62ad54-ff0d-40b2-9f4c-82f7bbbb84eb,
