com.samsung.shealth.exercise,6212007,12
5216f29a-1947-487f-8e53-43818ef69e61.live_data_internal.json,,,52.0,,,,5216f29a-1947-487f-8e53-43818ef69e61.sensing_status.json,4,,,,,,72,,,,,,867928,,,,2022-04-22 20:46:12.886,1001,,,,115.0,30001,,,131.0,2022-04-22 21:02:11.446,2022-04-22 21:02:11.446,,1.4673337,86.48183,103.0,1251,622.31,,52.0,101.0,,,UTC+0200,SumqgnI0Fz,,,5216f29a-1947-487f-8e53-43818ef69e61.com.samsung.health.exercise.live_data.json,,0.7170065,com.sec.android.app.shealth,,,,2022-04-22 21:00:40.814,5216f29a-1947-487f-8e53-43818ef69e61,,
a4a08167-e37f-4787-9df2-a4915357511a.live_data_internal.json,,,134.0,,,,a4a08167-e37f-4787-9df2-a4915357511a.sensing_status.json,4,,,,,,94,,,,,,1392537,,,,2022-04-19 22:01:28.800,1001,,,,96.0,30001,,,118.0,2022-04-19 22:26:12.179,2022-04-19 22:26:12.179,,1.7222222,94.83411,81.0,2201,1663.02,,134.0,110.0,,,UTC+0200,SumqgnI0Fz,,,a4a08167-e37f-4787-9df2-a4915357511a.com.samsung.health.exercise.live_data.json,,1.1942376,com.sec.android.app.shealth,,,,2022-04-19 22:24:41.337,a4a08167-e37f-4787-9df2-a4915357511a,,
84958706-7b45-4c21-936f-8acf6a1c5a27.live_data_internal.json,,,149.0,,,,84958706-7b45-4c21-936f-8acf6a1c5a27.sensing_status.json,4,,,,,,149,,,,,,1621431,,,,2022-04-15 17:23:47.999,1001,,,,114.0,30001,,,131.0,2022-04-15 17:52:20.118,2022-04-15 17:52:20.118,,1.5555556,76.599,91.0,2070,1535.6,,149.0,118.0,,,UTC+0200,SumqgnI0Fz,,,84958706-7b45-4c21-936f-8acf6a1c5a27.com.samsung.health.exercise.live_data.json,,0.94706464,com.sec.android.app.shealth,,,,2022-04-15 17:50:49.430,84958706-7b45-4c21-936f-8acf6a1c5a27,,
7464e507-2a55-45af-802b-1e30695dbb09.live_data_internal.json,,,69.0,,,,7464e507-2a55-45af-802b-1e30695dbb09.sensing_status.json,4,,,,,,5,,,,,,725280,,,,2022-04-19 16:35:00.390,1001,,,,93.0,30001,,,96.0,2022-04-19 16:48:36.202,2022-04-19 16:48:36.202,,1.5063335,102.994705,90.0,1245,962.23,,69.0,115.0,,,UTC+0200,SumqgnI0Fz,,,7464e507-2a55-45af-802b-1e30695dbb09.com.samsung.health.exercise.live_data.json,,1.3267013,com.sec.android.app.shealth,,,,2022-04-19 16:47:05.670,7464e507-2a55-45af-802b-1e30695dbb09,,
32f5b44a-8249-4762-8003-6126518c0539.live_data_internal.json,,,107.0,,,,32f5b44a-8249-4762-8003-6126518c0539.sensing_status.json,4,,,,,,100,,,,,,1124335,,,,2022-04-22 15:47:27.904,1001,,,,109.0,30001,,,120.0,2022-04-22 16:07:43.036,2022-04-22 16:07:43.036,,1.5555556,94.72266,76.0,1775,1386.95,,107.0,117.0,,,UTC+0200,SumqgnI0Fz,,,32f5b44a-8249-4762-8003-6126518c0539.com.samsung.health.exercise.live_data.json,,1.2335737,com.sec.android.app.shealth,,,,2022-04-22 16:06:12.239,32f5b44a-8249-4762-8003-6126518c0539,,
1bd9fc86-2569-4da7-83ea-2029377ce60d.live_data_internal.json,,,81.0,,,,1bd9fc86-2569-4da7-83ea-2029377ce60d.sensing_status.json,4,,,,,,74,,,,,,886562,,,,2022-04-23 01:34:40.627,1001,,,,103.0,30001,,,115.0,2022-04-23 01:50:57.796,2022-04-23 01:50:57.796,,1.3990002,92.853065,80.0,1372,1039.59,,81.0,109.0,,,UTC+0200,SumqgnI0Fz,,,1bd9fc86-2569-4da7-83ea-2029377ce60d.com.samsung.health.exercise.live_data.json,,1.1726083,com.sec.android.app.shealth,,,,2022-04-23 01:49:27.189,1bd9fc86-2569-4da7-83ea-2029377ce60d,,
a97912e2-9667-4be8-9ec4-8a62e1ab7adf.live_data_internal.json,,,58.0,,,,a97912e2-9667-4be8-9ec4-8a62e1ab7adf.sensing_status.json,4,,,,,,49,,,,,,631895,,,,2022-04-24 12:59:24.933,1001,,,,107.0,30001,,,128.0,2022-04-24 13:11:27.619,2022-04-24 13:11:27.619,,1.7222222,80.89951,82.0,852,609.35,,58.0,113.0,,,UTC+0200,SumqgnI0Fz,,,a97912e2-9667-4be8-9ec4-8a62e1ab7adf.com.samsung.health.exercise.live_data.json,,0.96432155,com.sec.android.app.shealth,,,,2022-04-24 13:09:56.828,a97912e2-9667-4be8-9ec4-8a62e1ab7adf,,
ed567f83-0f5e-4e9c-a103-0f6ac21c2046.live_data_internal.json,,,110.0,,,,ed567f83-0f5e-4e9c-a103-0f6ac21c2046.sensing_status.json,4,,,,,,95,,,,,,1080340,,,,2022-04-20 15:35:57.799,1001,,,,116.0,30001,,,132.0,2022-04-20 15:55:29.038,2022-04-20 15:55:29.038,,1.6571666,98.524536,87.0,1774,1318.73,,110.0,124.0,,,UTC+0200,SumqgnI0Fz,,,ed567f83-0f5e-4e9c-a103-0f6ac21c2046.com.samsung.health.exercise.live_data.json,,1.220662,com.sec.android.app.shealth,,,,2022-04-20 15:53:58.139,ed567f83-0f5e-4e9c-a103-0f6ac21c2046,,
1288f7d5-66e4-40ac-90ff-f26f9f8d4f86.live_data_internal.json,,,106.0,,,,1288f7d5-66e4-40ac-90ff-f26f9f8d4f86.sensing_status.json,4,,,,,,100,,,,,,1140743,,,,2022-04-22 21:34:47.864,1001,,,,113.0,30001,,,127.0,2022-04-22 21:55:19.222,2022-04-22 21:55:19.222,,1.3611112,75.8453,85.0,1442,1068.69,,106.0,105.0,,,UTC+0200,SumqgnI0Fz,,,1288f7d5-66e4-40ac-90ff-f26f9f8d4f86.com.samsung.health.exercise.live_data.json,,0.9368367,com.sec.android.app.shealth,,,,2022-04-22 21:53:48.607,1288f7d5-66e4-40ac-90ff-f26f9f8d4f86,,
fa2e31c5-1988-49db-af6e-a907d1ec4290.live_data_internal.json,,,97.0,,,,fa2e31c5-1988-49db-af6e-a907d1ec4290.sensing_status.json,4,,,,,,86,,,,,,1012449,,,,2022-04-22 23:22:15.737,1001,,,,122.0,30001,,,146.0,2022-04-22 23:40:38.882,2022-04-22 23:40:38.882,,1.5423232,80.59666,101.0,1360,1031.92,,97.0,113.0,,,UTC+0200,SumqgnI0Fz,,,fa2e31c5-1988-49db-af6e-a907d1ec4290.com.samsung.health.exercise.live_data.json,,1.0192317,com.sec.android.app.shealth,,,,2022-04-22 23:39:08.186,fa2e31c5-1988-49db-af6e-a907d1ec4290,,
6734b7c9-f46f-460b-8215-ac82730458f8.live_data_internal.json,,,59.0,,,,6734b7c9-f46f-460b-8215-ac82730458f8.sensing_status.json,4,,,,,,75,,,,,,734552,,,,2022-04-25 16:48:18.131,1001,,,,96.0,30001,,,113.0,2022-04-25 17:02:02.134,2022-04-25 17:02:02.134,,1.4431666,78.08841,73.0,956,650.26,,59.0,113.0,,,UTC+0200,SumqgnI0Fz,,,6734b7c9-f46f-460b-8215-ac82730458f8.com.samsung.health.exercise.live_data.json,,0.88524705,com.sec.android.app.shealth,,,,2022-04-25 17:00:32.683,6734b7c9-f46f-460b-8215-ac82730458f8,,
165ef540-7eba-4973-a70e-3a7c66576cc0.live_data_internal.json,,,716.84766,,,,165ef540-7eba-4973-a70e-3a7c66576cc0.sensing_status.json,1,,,,,1,421,,,,,,4442295,,,,2022-04-20 15:59:29.708,0,,,,139.0,,,,186.0,2022-04-20 17:13:40.608,2022-04-20 17:13:36.280,,,,84.0,,,,716.77045,,,,UTC+0200,SumqgnI0Fz,,,165ef540-7eba-4973-a70e-3a7c66576cc0.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-04-20 17:13:35.617,165ef540-7eba-4973-a70e-3a7c66576cc0,,
2836882e-e734-4547-958f-b73a30fd510b.live_data_internal.json,,,45.0,,,,2836882e-e734-4547-958f-b73a30fd510b.sensing_status.json,4,,,,,,63,,,,,,743187,,,,2022-04-24 15:53:54.529,1001,,,,96.0,30001,,,108.0,2022-04-24 16:07:46.801,2022-04-24 16:07:46.801,,1.5,63.617905,78.0,788,467.36,,45.0,101.0,,,UTC+0200,SumqgnI0Fz,,,2836882e-e734-4547-958f-b73a30fd510b.com.samsung.health.exercise.live_data.json,,0.6288592,com.sec.android.app.shealth,,,,2022-04-24 16:06:17.716,2836882e-e734-4547-958f-b73a30fd510b,,
c5d9d8d7-60b3-4899-b856-d43c77fe49c0.live_data_internal.json,,,163.4,,,,c5d9d8d7-60b3-4899-b856-d43c77fe49c0.sensing_status.json,4,,,,,,91,,,,,,1440959,,,,2022-04-22 17:34:56.416,0,,,,119.0,,,,139.0,2022-04-22 17:58:57.535,2022-04-22 17:58:57.535,,,,101.0,,,,163.4,,,,UTC+0200,SumqgnI0Fz,,,c5d9d8d7-60b3-4899-b856-d43c77fe49c0.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-04-22 17:58:57.031,c5d9d8d7-60b3-4899-b856-d43c77fe49c0,,
f312bbc8-1a99-422f-8c82-87b16240ac94.live_data_internal.json,,,52.0,,,,f312bbc8-1a99-422f-8c82-87b16240ac94.sensing_status.json,4,,,,,,51,,,,,,657091,,,,2022-04-24 15:09:22.424,1001,,,,103.0,30001,,,120.0,2022-04-24 15:21:50.044,2022-04-24 15:21:50.044,,1.4444444,77.34088,72.0,847,625.72,,52.0,109.0,,,UTC+0200,SumqgnI0Fz,,,f312bbc8-1a99-422f-8c82-87b16240ac94.com.samsung.health.exercise.live_data.json,,0.9522577,com.sec.android.app.shealth,,,,2022-04-24 15:20:19.515,f312bbc8-1a99-422f-8c82-87b16240ac94,,
25bacafe-a193-4441-bb3e-aa9b4648b075.live_data_internal.json,,,60.0,,,,25bacafe-a193-4441-bb3e-aa9b4648b075.sensing_status.json,4,,,,,,43,,,,,,635294,,,,2022-04-24 13:55:00.742,1001,,,,100.0,30001,,,115.0,2022-04-24 14:07:06.614,2022-04-24 14:07:06.614,,1.4444444,95.20002,79.0,1008,773.77,,60.0,109.0,,,UTC+0200,SumqgnI0Fz,,,25bacafe-a193-4441-bb3e-aa9b4648b075.com.samsung.health.exercise.live_data.json,,1.2179716,com.sec.android.app.shealth,,,,2022-04-24 14:05:36.036,25bacafe-a193-4441-bb3e-aa9b4648b075,,
,,,858.4991,,,,16d877c1-ac32-4aac-a58c-0a9bbedebb54.sensing_status.json,1,,,,,1,,,,,,,5622343,,,,2022-04-26 15:28:33.064,0,,,,,,,,,2022-04-26 17:02:33.568,2022-04-26 17:02:26.001,,,,,,,,858.45056,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-04-26 17:02:17.682,16d877c1-ac32-4aac-a58c-0a9bbedebb54,,
acbbbd87-0a5e-4fe5-87c7-d889240f8875.live_data_internal.json,,,93.0,,,,acbbbd87-0a5e-4fe5-87c7-d889240f8875.sensing_status.json,4,,,,,,78,,,,,,909789,,,,2022-04-22 17:59:04.441,1001,,,,116.0,30001,,,133.0,2022-04-22 18:15:44.865,2022-04-22 18:15:44.865,,1.483,105.91467,84.0,1606,1239.74,,93.0,114.0,,,UTC+0200,SumqgnI0Fz,,,acbbbd87-0a5e-4fe5-87c7-d889240f8875.com.samsung.health.exercise.live_data.json,,1.3626676,com.sec.android.app.shealth,,,,2022-04-22 18:14:14.230,acbbbd87-0a5e-4fe5-87c7-d889240f8875,,
b08c6ce1-5d9d-4276-b9ec-09d603eef684.live_data_internal.json,,,106.0,,,,b08c6ce1-5d9d-4276-b9ec-09d603eef684.sensing_status.json,4,,,,,,,,,,,,1062410,,,,2022-04-29 15:23:49.482,1001,,,,,30001,,,,2022-04-29 15:43:10.171,2022-04-29 15:43:10.171,,1.5881747,98.77542,,1749,1364.19,,106.0,118.0,,,UTC+0200,SumqgnI0Fz,,,b08c6ce1-5d9d-4276-b9ec-09d603eef684.com.samsung.health.exercise.live_data.json,,1.2840523,com.sec.android.app.shealth,,,,2022-04-29 15:41:31.892,b08c6ce1-5d9d-4276-b9ec-09d603eef684,,
,,,152.10011,,,,874607f1-3807-455c-8c9a-a755b4b1d650.sensing_status.json,4,,,,,,,,,,,,1262420,,,,2022-04-29 17:16:13.531,0,,,,,,,,,2022-04-29 17:37:23.979,2022-04-29 17:37:23.979,,,,,,,,152.1,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-04-29 17:37:15.956,874607f1-3807-455c-8c9a-a755b4b1d650,,
f3a66a0c-4447-4191-89b6-61d23d137f2e.live_data_internal.json,,,134.0,,,,f3a66a0c-4447-4191-89b6-61d23d137f2e.sensing_status.json,4,,,,,,101,,,,,,1387017,,,,2022-04-24 10:32:09.883,1001,,,,97.0,30001,,,116.0,2022-04-24 10:56:47.955,2022-04-24 10:56:47.955,,1.9166667,88.72278,64.0,2051,1576.18,,134.0,113.60947,,,UTC+0200,SumqgnI0Fz,,,f3a66a0c-4447-4191-89b6-61d23d137f2e.com.samsung.health.exercise.live_data.json,,1.1363813,com.sec.android.app.shealth,,,,2022-04-24 10:55:16.900,f3a66a0c-4447-4191-89b6-61d23d137f2e,,
,,,858.5103,,,,c50044a5-acfa-4ba5-b6de-9ba5b2cc0bb5.sensing_status.json,1,,,,,1,,,,,,,5380332,,,,2022-05-02 16:40:25.299,0,,,,,,,,,2022-05-02 18:10:20.368,2022-05-02 18:10:14.002,,,,,,,,858.5103,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-05-02 18:10:05.631,c50044a5-acfa-4ba5-b6de-9ba5b2cc0bb5,,
b4faae9f-ab1f-4e5b-bc4d-81501f9c97ba.live_data_internal.json,,,118.0,,,,b4faae9f-ab1f-4e5b-bc4d-81501f9c97ba.sensing_status.json,4,,,,,,,,,,,,1170135,,,,2022-04-26 17:07:22.223,1001,,,,,30001,,,,2022-04-26 17:28:31.655,2022-04-26 17:28:31.655,,1.5865034,103.885445,,2026,1574.88,,118.0,121.0,,,UTC+0200,SumqgnI0Fz,,,b4faae9f-ab1f-4e5b-bc4d-81501f9c97ba.com.samsung.health.exercise.live_data.json,,1.345896,com.sec.android.app.shealth,,,,2022-04-26 17:26:52.358,b4faae9f-ab1f-4e5b-bc4d-81501f9c97ba,,
87500e07-c159-4247-8818-a8c4f600f816.live_data_internal.json,,,127.29817,,,,87500e07-c159-4247-8818-a8c4f600f816.sensing_status.json,4,,,,,,121,,,,,,1356900,,,,2022-04-26 15:05:42.239,1001,,,,110.0,30001,,,124.0,2022-04-26 15:28:34.089,2022-04-26 15:28:34.089,,1.6138757,82.555824,87.0,1867,1452.25,,127.0,118.0,,,UTC+0200,SumqgnI0Fz,,,87500e07-c159-4247-8818-a8c4f600f816.com.samsung.health.exercise.live_data.json,,1.0702704,com.sec.android.app.shealth,,,,2022-04-26 15:28:33.125,87500e07-c159-4247-8818-a8c4f600f816,,
4814644f-c4ec-43d5-a8c9-a70b868bce8a.live_data_internal.json,,,104.0,,,,4814644f-c4ec-43d5-a8c9-a70b868bce8a.sensing_status.json,4,,,,,,93,,,,,,1069356,,,,2022-04-24 10:56:59.347,1001,,,,101.0,30001,,,116.0,2022-04-24 11:16:19.523,2022-04-24 11:16:19.523,,1.4722222,101.50034,79.0,1809,1443.55,,104.0,112.0,,,UTC+0200,SumqgnI0Fz,,,4814644f-c4ec-43d5-a8c9-a70b868bce8a.com.samsung.health.exercise.live_data.json,,1.3499247,com.sec.android.app.shealth,,,,2022-04-24 11:14:48.703,4814644f-c4ec-43d5-a8c9-a70b868bce8a,,
,,,759.8802,,,,cba76dd1-de3e-4035-92dc-1915558fda59.sensing_status.json,1,,,,,1,,,,,,,4742326,,,,2022-04-29 15:49:28.628,0,,,,,,,,,2022-04-29 17:08:46.841,2022-04-29 17:08:39.511,,,,,,,,759.8802,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-04-29 17:08:30.954,cba76dd1-de3e-4035-92dc-1915558fda59,,
8a454a0f-a753-4351-b903-c936297c7d50.live_data_internal.json,,,72.0,,,,8a454a0f-a753-4351-b903-c936297c7d50.sensing_status.json,4,,,,,,,,,,,,684024,,,,2022-05-02 15:22:51.095,1001,,,,,30001,,,,2022-05-02 15:35:54.518,2022-05-02 15:35:54.518,,1.9632655,79.646324,,908,728.71,,72.0,124.0,,,UTC+0200,SumqgnI0Fz,,,8a454a0f-a753-4351-b903-c936297c7d50.com.samsung.health.exercise.live_data.json,,1.0653281,com.sec.android.app.shealth,,,,2022-05-02 15:34:15.119,8a454a0f-a753-4351-b903-c936297c7d50,,
75e86c5c-6797-40d6-a171-7c7c283daa8e.live_data_internal.json,,,55.0,,,,75e86c5c-6797-40d6-a171-7c7c283daa8e.sensing_status.json,4,,,,,,81,,,,,,964055,,,,2022-04-25 13:14:14.679,1001,,,,103.0,30001,,,116.0,2022-04-25 13:31:49.121,2022-04-25 13:31:49.121,,1.4166666,91.177376,80.0,1465,731.63,,55.0,109.0,,,UTC+0200,SumqgnI0Fz,,,75e86c5c-6797-40d6-a171-7c7c283daa8e.com.samsung.health.exercise.live_data.json,,0.758909,com.sec.android.app.shealth,,,,2022-04-25 13:30:18.734,75e86c5c-6797-40d6-a171-7c7c283daa8e,,
ef9c0e96-46a7-4cac-a81b-b1bea351ebf0.live_data_internal.json,,,63.0,,,,ef9c0e96-46a7-4cac-a81b-b1bea351ebf0.sensing_status.json,4,,,,,,,,,,,,653345,,,,2022-05-04 10:26:18.081,1001,,,,,30001,,,,2022-05-04 10:38:50.686,2022-05-04 10:38:50.686,,1.7942504,90.82491,,989,774.21,,63.0,118.0,,,UTC+0200,SumqgnI0Fz,,,ef9c0e96-46a7-4cac-a81b-b1bea351ebf0.com.samsung.health.exercise.live_data.json,,1.1849942,com.sec.android.app.shealth,,,,2022-05-04 10:37:11.426,ef9c0e96-46a7-4cac-a81b-b1bea351ebf0,,
08a511af-8bac-4805-aa71-f9adbd30b9f7.live_data_internal.json,,,103.0,,,,08a511af-8bac-4805-aa71-f9adbd30b9f7.sensing_status.json,4,,,,,,,,,,,,1105808,,,,2022-04-29 17:37:22.809,1001,,,,,30001,,,,2022-04-29 17:57:27.691,2022-04-29 17:57:27.691,,1.5506498,90.61247,,1670,1275.04,,103.0,118.0,,,UTC+0200,SumqgnI0Fz,,,08a511af-8bac-4805-aa71-f9adbd30b9f7.com.samsung.health.exercise.live_data.json,,1.1530393,com.sec.android.app.shealth,,,,2022-04-29 17:55:48.617,08a511af-8bac-4805-aa71-f9adbd30b9f7,,
6b4c55e9-6f05-405c-91f9-219bc9921c0c.live_data_internal.json,,,63.0,,,,6b4c55e9-6f05-405c-91f9-219bc9921c0c.sensing_status.json,4,,,,,,,,,,,,665640,,,,2022-05-02 16:14:32.023,1001,,,,,30001,,,,2022-05-02 16:27:15.609,2022-05-02 16:27:15.609,,2.2777777,108.70741,,1206,925.42,,63.0,119.0,,,UTC+0200,SumqgnI0Fz,,,6b4c55e9-6f05-405c-91f9-219bc9921c0c.com.samsung.health.exercise.live_data.json,,1.390271,com.sec.android.app.shealth,,,,2022-05-02 16:25:37.663,6b4c55e9-6f05-405c-91f9-219bc9921c0c,,
cc6d0a3f-d6ef-4979-8a28-46149dbf82de.live_data_internal.json,,,51.0,,,,cc6d0a3f-d6ef-4979-8a28-46149dbf82de.sensing_status.json,4,,,,,,78,,,,,,940084,,,,2022-04-25 15:18:57.582,1001,,,,93.0,30001,,,111.0,2022-04-25 15:36:08.207,2022-04-25 15:36:08.207,,1.3047084,74.03594,62.0,1160,493.25,,51.0,104.0,,,UTC+0200,SumqgnI0Fz,,,cc6d0a3f-d6ef-4979-8a28-46149dbf82de.com.samsung.health.exercise.live_data.json,,0.5246872,com.sec.android.app.shealth,,,,2022-04-25 15:34:37.666,cc6d0a3f-d6ef-4979-8a28-46149dbf82de,,
4a6d48b9-8017-47c1-bcd0-9800ab23225b.live_data_internal.json,,,92.0,,,,4a6d48b9-8017-47c1-bcd0-9800ab23225b.sensing_status.json,4,,,,,,,,,,,,1000679,,,,2022-05-02 18:40:33.327,1001,,,,,30001,,,,2022-05-02 18:58:52.090,2022-05-02 18:58:52.090,,1.5223331,105.408424,,1758,1348.74,,92.0,116.0,,,UTC+0200,SumqgnI0Fz,,,4a6d48b9-8017-47c1-bcd0-9800ab23225b.com.samsung.health.exercise.live_data.json,,1.3478248,com.sec.android.app.shealth,,,,2022-05-02 18:57:14.006,4a6d48b9-8017-47c1-bcd0-9800ab23225b,,
37ef7e05-6f67-4b6c-b576-297197224b60.live_data_internal.json,,,131.0,,,,37ef7e05-6f67-4b6c-b576-297197224b60.sensing_status.json,4,,,,,,,,,,,,1675718,,,,2022-04-27 21:38:58.353,1001,,,,,30001,,,,2022-04-27 22:08:32.045,2022-04-27 22:08:32.045,,1.4722222,89.26323,,2493,1641.15,,131.0,111.0,,,UTC+0200,SumqgnI0Fz,,,37ef7e05-6f67-4b6c-b576-297197224b60.com.samsung.health.exercise.live_data.json,,0.97937125,com.sec.android.app.shealth,,,,2022-04-27 22:06:54.071,37ef7e05-6f67-4b6c-b576-297197224b60,,
588a90c4-26ec-4f07-82d8-bafb2c238743.live_data_internal.json,,,84.0,,,,588a90c4-26ec-4f07-82d8-bafb2c238743.sensing_status.json,4,,,,,,,,,,,,1019984,,,,2022-05-04 08:34:01.164,1001,,,,,30001,,,,2022-05-04 08:52:39.775,2022-05-04 08:52:39.775,,1.6388888,83.53072,,1420,992.5,,84.0,116.0,,,UTC+0200,SumqgnI0Fz,,,588a90c4-26ec-4f07-82d8-bafb2c238743.com.samsung.health.exercise.live_data.json,,0.97305447,com.sec.android.app.shealth,,,,2022-05-04 08:51:01.148,588a90c4-26ec-4f07-82d8-bafb2c238743,,
6456c6fe-fd96-45e9-b5d6-45204ca92338.live_data_internal.json,,,80.0,,,,6456c6fe-fd96-45e9-b5d6-45204ca92338.sensing_status.json,4,,,,,,,,,,,,799068,,,,2022-05-04 10:01:24.226,1001,,,,,30001,,,,2022-05-04 10:16:21.791,2022-05-04 10:16:21.791,,1.5753584,87.552,,1166,889.34,,80.0,111.0,,,UTC+0200,SumqgnI0Fz,,,6456c6fe-fd96-45e9-b5d6-45204ca92338.com.samsung.health.exercise.live_data.json,,1.1129717,com.sec.android.app.shealth,,,,2022-05-04 10:14:43.294,6456c6fe-fd96-45e9-b5d6-45204ca92338,,
57d81806-8f35-4d13-a7cd-76b6cb9f733f.live_data_internal.json,,,133.0,,,,57d81806-8f35-4d13-a7cd-76b6cb9f733f.sensing_status.json,4,,,,,,,,,,,,1395983,,,,2022-05-08 16:49:13.921,1001,,,,,30001,,,,2022-05-08 17:14:08.082,2022-05-08 17:14:08.082,,1.6388888,84.069786,,1956,1482.21,,133.0,122.0,,,UTC+0200,SumqgnI0Fz,,,57d81806-8f35-4d13-a7cd-76b6cb9f733f.com.samsung.health.exercise.live_data.json,,1.0617679,com.sec.android.app.shealth,,,,2022-05-08 17:12:29.904,57d81806-8f35-4d13-a7cd-76b6cb9f733f,,
08f319de-9dac-467b-8166-5318f1c14932.live_data_internal.json,,,89.0,,,,08f319de-9dac-467b-8166-5318f1c14932.sensing_status.json,4,,,,,,,,,,,,927586,,,,2022-04-27 23:42:58.856,1001,,,,,30001,,,,2022-04-28 00:00:04.556,2022-04-28 00:00:04.556,,1.4991666,97.349464,,1505,1152.12,,89.0,115.0,,,UTC+0200,SumqgnI0Fz,,,08f319de-9dac-467b-8166-5318f1c14932.com.samsung.health.exercise.live_data.json,,1.2420627,com.sec.android.app.shealth,,,,2022-04-27 23:58:26.442,08f319de-9dac-467b-8166-5318f1c14932,,
