com.samsung.shealth.exercise,6212007,12
a3de861f-ff5c-4731-8509-c9767f32b7ec.live_data_internal.json,,,84.0,,,,a3de861f-ff5c-4731-8509-c9767f32b7ec.sensing_status.json,4,,,,,,106,,,,,,1203332,,,,2022-05-30 08:05:42.449,1001,,,,99.0,30001,,,116.0,2022-05-30 08:27:15.646,2022-05-30 08:27:15.646,,1.31162,94.63722,77.0,1898,940.67,,84.0,120.0,,,UTC+0200,SumqgnI0Fz,,,a3de861f-ff5c-4731-8509-c9767f32b7ec.com.samsung.health.exercise.live_data.json,,0.78172106,com.sec.android.app.shealth,,,,2022-05-30 08:25:45.781,a3de861f-ff5c-4731-8509-c9767f32b7ec,,
c6d2658e-f5a6-4f93-89bb-37b5de52ca86.live_data_internal.json,,,81.0,,,,c6d2658e-f5a6-4f93-89bb-37b5de52ca86.sensing_status.json,4,,,,,,80,,,,,,935819,,,,2022-06-01 11:48:01.172,1001,,,,103.0,30001,,,119.0,2022-06-01 12:05:07.275,2022-06-01 12:05:07.275,,1.3897028,94.63369,72.0,1476,926.61,,81.0,118.0,,,UTC+0200,SumqgnI0Fz,,,c6d2658e-f5a6-4f93-89bb-37b5de52ca86.com.samsung.health.exercise.live_data.json,,0.99015945,com.sec.android.app.shealth,,,,2022-06-01 12:03:36.991,c6d2658e-f5a6-4f93-89bb-37b5de52ca86,,
68cfd2f7-fd0d-4ead-82f2-a3a172a9c0ff.live_data_internal.json,,,46.0,,,,68cfd2f7-fd0d-4ead-82f2-a3a172a9c0ff.sensing_status.json,4,,,,,,51,,,,,,637768,,,,2022-06-04 22:11:01.943,1001,,,,135.0,30001,,,144.0,2022-06-04 22:23:09.945,2022-06-04 22:23:09.945,,1.1666666,86.64593,128.0,921,524.06,,46.0,98.0,,,UTC+0200,SumqgnI0Fz,,,68cfd2f7-fd0d-4ead-82f2-a3a172a9c0ff.com.samsung.health.exercise.live_data.json,,0.82170945,com.sec.android.app.shealth,,,,2022-06-04 22:21:39.711,68cfd2f7-fd0d-4ead-82f2-a3a172a9c0ff,,
784db145-bd73-4c5f-b412-52369ec1a252.live_data_internal.json,,,174.0,,,,784db145-bd73-4c5f-b412-52369ec1a252.sensing_status.json,4,,,,,,181,,,,,,1948865,,,,2022-05-28 13:41:19.618,1001,,,,96.0,30001,,,112.0,2022-05-28 14:15:18.687,2022-05-28 14:15:18.687,,1.5574193,76.044266,74.0,2470,1844.29,,174.0,112.0,,,UTC+0200,SumqgnI0Fz,,,784db145-bd73-4c5f-b412-52369ec1a252.com.samsung.health.exercise.live_data.json,,0.94634056,com.sec.android.app.shealth,,,,2022-05-28 14:13:48.483,784db145-bd73-4c5f-b412-52369ec1a252,,
fb859647-ca8e-4df5-8d6e-1a53cf75f27c.live_data_internal.json,,,78.0,,,,fb859647-ca8e-4df5-8d6e-1a53cf75f27c.sensing_status.json,4,,,,,,82,,,,,,951071,,,,2022-06-05 00:29:33.248,1001,,,,117.0,30001,,,137.0,2022-06-05 00:46:54.413,2022-06-05 00:46:54.413,,1.2439116,86.49197,107.0,1371,856.33,,78.0,108.0,,,UTC+0200,SumqgnI0Fz,,,fb859647-ca8e-4df5-8d6e-1a53cf75f27c.com.samsung.health.exercise.live_data.json,,0.90038496,com.sec.android.app.shealth,,,,2022-06-05 00:45:24.319,fb859647-ca8e-4df5-8d6e-1a53cf75f27c,,
f0fd3475-762f-4ebe-ab86-2334a7b9bc47.live_data_internal.json,,,1.84,,,,f0fd3475-762f-4ebe-ab86-2334a7b9bc47.sensing_status.json,1,,,,,,3,,,,,,29986,,,,2022-06-01 14:28:35.292,10001,,,,89.333336,,,,92.0,2022-06-01 14:29:05.846,2022-06-01 14:29:05.846,,,,,,,,1.84,,,,UTC+0200,SumqgnI0Fz,,,f0fd3475-762f-4ebe-ab86-2334a7b9bc47.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-01 14:29:05.278,f0fd3475-762f-4ebe-ab86-2334a7b9bc47,,
624eb14f-1f23-4d7c-a2d7-114e75e1ace2.live_data_internal.json,,,104.0,,,,624eb14f-1f23-4d7c-a2d7-114e75e1ace2.sensing_status.json,4,,,,,,109,,,,,,1226911,,,,2022-06-04 23:54:20.363,1001,,,,135.0,30001,,,158.0,2022-06-05 00:16:17.803,2022-06-05 00:16:17.803,,1.1944444,95.11692,112.0,1945,1183.52,,104.0,108.0,,,UTC+0200,SumqgnI0Fz,,,624eb14f-1f23-4d7c-a2d7-114e75e1ace2.com.samsung.health.exercise.live_data.json,,0.96463394,com.sec.android.app.shealth,,,,2022-06-05 00:14:47.274,624eb14f-1f23-4d7c-a2d7-114e75e1ace2,,
4f29905d-3fa3-42c0-9e1b-1e9610e91a54.live_data_internal.json,,,91.0,,,,4f29905d-3fa3-42c0-9e1b-1e9610e91a54.sensing_status.json,4,,,,,,97,,,,,,1100660,,,,2022-06-09 09:20:14.311,1001,,,,99.0,30001,,,113.0,2022-06-09 09:40:06.701,2022-06-09 09:40:06.701,,1.1941668,101.938835,69.0,1870,1140.12,,91.0,114.0,,,UTC+0200,SumqgnI0Fz,,,4f29905d-3fa3-42c0-9e1b-1e9610e91a54.com.samsung.health.exercise.live_data.json,,1.0358511,com.sec.android.app.shealth,,,,2022-06-09 09:38:34.971,4f29905d-3fa3-42c0-9e1b-1e9610e91a54,,
b52fbc5c-a9eb-4a66-917a-812957978b0a.live_data_internal.json,,,104.0,,,,b52fbc5c-a9eb-4a66-917a-812957978b0a.sensing_status.json,4,,,,,,107,,,,,,1198375,,,,2022-05-30 09:33:15.090,1001,,,,95.0,30001,,,113.0,2022-05-30 09:54:44.013,2022-05-30 09:54:44.013,,1.1966667,80.90956,77.0,1616,992.14,,104.0,116.0,,,UTC+0200,SumqgnI0Fz,,,b52fbc5c-a9eb-4a66-917a-812957978b0a.com.samsung.health.exercise.live_data.json,,0.82790446,com.sec.android.app.shealth,,,,2022-05-30 09:53:13.465,b52fbc5c-a9eb-4a66-917a-812957978b0a,,
fed6518f-cb7f-41bf-9edd-a37f5dc5285a.live_data_internal.json,,,89.0,,,,fed6518f-cb7f-41bf-9edd-a37f5dc5285a.sensing_status.json,4,,,,,,88,,,,,,1020250,,,,2022-06-10 14:35:58.814,1001,,,,109.0,30001,,,121.0,2022-06-10 14:54:29.368,2022-06-10 14:54:29.368,,1.2777778,92.44792,82.0,1572,923.37,,89.0,119.0,,,UTC+0200,SumqgnI0Fz,,,fed6518f-cb7f-41bf-9edd-a37f5dc5285a.com.samsung.health.exercise.live_data.json,,0.9050429,com.sec.android.app.shealth,,,,2022-06-10 14:52:59.064,fed6518f-cb7f-41bf-9edd-a37f5dc5285a,,
3ab628ee-7353-4842-812e-6d7a8b5713c5.live_data_internal.json,,,68.0,,,,3ab628ee-7353-4842-812e-6d7a8b5713c5.sensing_status.json,4,,,,,,73,,,,,,858526,,,,2022-06-09 09:41:31.789,1001,,,,88.0,30001,,,103.0,2022-06-09 09:57:20.075,2022-06-09 09:57:20.075,,1.1844492,79.25211,70.0,1134,676.54,,68.0,111.0,,,UTC+0200,SumqgnI0Fz,,,3ab628ee-7353-4842-812e-6d7a8b5713c5.com.samsung.health.exercise.live_data.json,,0.788025,com.sec.android.app.shealth,,,,2022-06-09 09:55:50.315,3ab628ee-7353-4842-812e-6d7a8b5713c5,,
c810b058-1b69-4606-80ab-00579abdd2fd.live_data_internal.json,,,46.0,,,,c810b058-1b69-4606-80ab-00579abdd2fd.sensing_status.json,4,,,,,,50,,,,,,622562,,,,2022-06-03 23:26:30.973,1001,,,,111.0,30001,,,121.0,2022-06-03 23:38:24.720,2022-06-03 23:38:24.720,,1.0833334,91.26801,99.0,947,543.21,,46.0,106.0,,,UTC+0200,SumqgnI0Fz,,,c810b058-1b69-4606-80ab-00579abdd2fd.com.samsung.health.exercise.live_data.json,,0.87253964,com.sec.android.app.shealth,,,,2022-06-03 23:36:53.535,c810b058-1b69-4606-80ab-00579abdd2fd,,
aaa71f01-5090-451f-8560-35454875b554.live_data_internal.json,,,949.8856,,,,aaa71f01-5090-451f-8560-35454875b554.sensing_status.json,7,,,,,,589,,,,aaa71f01-5090-451f-8560-35454875b554.location_data_internal.json,,6001740,,,aaa71f01-5090-451f-8560-35454875b554.com.samsung.health.exercise.location_data.json,2022-05-28 14:16:06.661,1001,,156.049,407.302,86.0,30001,,88.899,117.0,2022-05-28 17:07:02.217,2022-05-28 17:07:02.217,,2.101,74.97825,63.0,7500,4582.45,,858.345,144.0,378.072,43.27,UTC+0200,SumqgnI0Fz,,,aaa71f01-5090-451f-8560-35454875b554.com.samsung.health.exercise.live_data.json,,0.76352024,com.sec.android.app.shealth,,,,2022-05-28 17:06:58.882,aaa71f01-5090-451f-8560-35454875b554,,
e422d81c-5644-4a76-aca7-da0536b47ecc.live_data_internal.json,,,874.9302,,,,e422d81c-5644-4a76-aca7-da0536b47ecc.sensing_status.json,1,,,,,1,544,,,,,,5410983,,,,2022-06-14 09:38:51.560,0,,,,136.0,,,,189.0,2022-06-14 11:10:22.266,2022-06-14 11:09:04.899,,,,93.0,,,,874.9302,,,,UTC+0200,SumqgnI0Fz,,,e422d81c-5644-4a76-aca7-da0536b47ecc.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-14 11:09:02.543,e422d81c-5644-4a76-aca7-da0536b47ecc,,
a5a927d9-e9e5-4848-be55-2eac14a6c2ea.live_data_internal.json,,,93.0,,,,a5a927d9-e9e5-4848-be55-2eac14a6c2ea.sensing_status.json,4,,,,,,88,,,,,,1023429,,,,2022-06-08 14:22:42.557,1001,,,,111.0,30001,,,128.0,2022-06-08 14:41:17.511,2022-06-08 14:41:17.511,,1.2222222,106.40699,98.0,1815,1127.16,,93.0,116.0,,,UTC+0200,SumqgnI0Fz,,,a5a927d9-e9e5-4848-be55-2eac14a6c2ea.com.samsung.health.exercise.live_data.json,,1.1013564,com.sec.android.app.shealth,,,,2022-06-08 14:39:45.986,a5a927d9-e9e5-4848-be55-2eac14a6c2ea,,
86088a9b-4292-428b-8695-bfa42cd9c9a4.live_data_internal.json,,,88.0,,,,86088a9b-4292-428b-8695-bfa42cd9c9a4.sensing_status.json,4,,,,,,94,,,,,,1062206,,,,2022-06-14 09:16:28.490,1001,,,,119.0,30001,,,138.0,2022-06-14 09:35:40.633,2022-06-14 09:35:40.633,,1.3216668,100.26303,86.0,1775,1037.53,,88.0,123.0,,,UTC+0200,SumqgnI0Fz,,,86088a9b-4292-428b-8695-bfa42cd9c9a4.com.samsung.health.exercise.live_data.json,,0.9767691,com.sec.android.app.shealth,,,,2022-06-14 09:34:10.696,86088a9b-4292-428b-8695-bfa42cd9c9a4,,
a3d876be-8134-4e83-b484-ecffe0293b0d.live_data_internal.json,,,48.0,,,,a3d876be-8134-4e83-b484-ecffe0293b0d.sensing_status.json,4,,,,,,47,,,,,,600896,,,,2022-06-12 14:26:52.238,1001,,,,92.0,30001,,,108.0,2022-06-12 14:38:24.022,2022-06-12 14:38:24.022,,1.237039,67.898605,73.0,680,416.39,,48.0,109.0,,,UTC+0200,SumqgnI0Fz,,,a3d876be-8134-4e83-b484-ecffe0293b0d.com.samsung.health.exercise.live_data.json,,0.6929486,com.sec.android.app.shealth,,,,2022-06-12 14:36:53.134,a3d876be-8134-4e83-b484-ecffe0293b0d,,
76fee202-da9f-40c8-a462-3a9373cb74f0.live_data_internal.json,,,157.0,,,,76fee202-da9f-40c8-a462-3a9373cb74f0.sensing_status.json,4,,,,,,175,,,,,,1882219,,,,2022-06-17 21:19:10.952,1001,,,,117.0,30001,,,128.0,2022-06-17 21:52:03.674,2022-06-17 21:52:03.674,,1.3374921,94.38859,92.0,2961,1860.65,,157.0,123.0,,,UTC+0200,SumqgnI0Fz,,,76fee202-da9f-40c8-a462-3a9373cb74f0.com.samsung.health.exercise.live_data.json,,0.98854065,com.sec.android.app.shealth,,,,2022-06-17 21:50:33.171,76fee202-da9f-40c8-a462-3a9373cb74f0,,
4e07f849-fca0-47cd-ba70-c075cf06d467.live_data_internal.json,,,1063.5804,,,,4e07f849-fca0-47cd-ba70-c075cf06d467.sensing_status.json,1,,,,,1,613,,,,,,6112379,,,,2022-06-10 14:56:10.884,0,,,,144.0,,,,193.0,2022-06-10 16:38:11.619,2022-06-10 16:38:03.839,,,,69.0,,,,1063.5804,,,,UTC+0200,SumqgnI0Fz,,,4e07f849-fca0-47cd-ba70-c075cf06d467.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-10 16:38:03.263,4e07f849-fca0-47cd-ba70-c075cf06d467,,
0b4dc281-876e-4214-9899-1a4fd827f9fb.live_data_internal.json,,,1111.8702,,,,0b4dc281-876e-4214-9899-1a4fd827f9fb.sensing_status.json,1,,,,,1,680,,,,,,6773031,,,,2022-06-08 14:46:26.261,0,,,,138.0,,,,185.0,2022-06-08 16:39:25.931,2022-06-08 16:39:20.034,,,,98.0,,,,1111.8702,,,,UTC+0200,SumqgnI0Fz,,,0b4dc281-876e-4214-9899-1a4fd827f9fb.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-08 16:39:19.292,0b4dc281-876e-4214-9899-1a4fd827f9fb,,
66ef1250-ccce-46e3-b0ed-fdfccf829faa.live_data_internal.json,,,72.0,,,,66ef1250-ccce-46e3-b0ed-fdfccf829faa.sensing_status.json,4,,,,,,115,,,,,,1267287,,,,2022-05-30 10:33:48.416,1001,,,,104.0,30001,,,133.0,2022-05-30 10:56:26.263,2022-05-30 10:56:26.263,,1.2243594,80.25017,83.0,1695,761.2,,72.0,118.0,,,UTC+0200,SumqgnI0Fz,,,66ef1250-ccce-46e3-b0ed-fdfccf829faa.com.samsung.health.exercise.live_data.json,,0.60065323,com.sec.android.app.shealth,,,,2022-05-30 10:54:55.703,66ef1250-ccce-46e3-b0ed-fdfccf829faa,,
96100d23-137b-4c34-85ee-23fca5c0b763.live_data_internal.json,,,60.37,,,,96100d23-137b-4c34-85ee-23fca5c0b763.sensing_status.json,4,,,,,,15,,,,,,704413,,,,2022-06-17 11:20:04.618,0,,,,115.0,,,,132.0,2022-06-17 11:31:49.066,2022-06-17 11:31:49.066,,,,85.0,,,,60.37,,,,UTC+0200,SumqgnI0Fz,,,96100d23-137b-4c34-85ee-23fca5c0b763.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-17 11:31:48.837,96100d23-137b-4c34-85ee-23fca5c0b763,,
2c3d2dbc-501f-4abb-83f8-b9d54497731a.live_data_internal.json,,,71.0,,,,2c3d2dbc-501f-4abb-83f8-b9d54497731a.sensing_status.json,4,,,,,,75,,,,,,876871,,,,2022-06-17 11:34:09.556,1001,,,,118.0,30001,,,129.0,2022-06-17 11:50:16.821,2022-06-17 11:50:16.821,,1.4722222,108.932785,96.0,1592,938.66,,71.0,120.0,,,UTC+0200,SumqgnI0Fz,,,2c3d2dbc-501f-4abb-83f8-b9d54497731a.com.samsung.health.exercise.live_data.json,,1.0704653,com.sec.android.app.shealth,,,,2022-06-17 11:48:46.427,2c3d2dbc-501f-4abb-83f8-b9d54497731a,,
a1ade40a-92da-409d-8b73-acf446a2c173.live_data_internal.json,,,84.0,,,,a1ade40a-92da-409d-8b73-acf446a2c173.sensing_status.json,4,,,,,,95,,,,,,1091459,,,,2022-06-24 07:47:54.527,1001,,,,95.0,30001,,,108.0,2022-06-24 08:07:35.709,2022-06-24 08:07:35.709,,1.2566875,92.29848,71.0,1679,954.8,,84.0,119.0,,,UTC+0200,SumqgnI0Fz,,,a1ade40a-92da-409d-8b73-acf446a2c173.com.samsung.health.exercise.live_data.json,,0.87479234,com.sec.android.app.shealth,,,,2022-06-24 08:06:05.986,a1ade40a-92da-409d-8b73-acf446a2c173,,
1843e511-2a1e-4d25-8de8-482aefafb11d.live_data_internal.json,,,92.0,,,,1843e511-2a1e-4d25-8de8-482aefafb11d.sensing_status.json,4,,,,,,91,,,,,,1051082,,,,2022-06-17 08:50:57.515,1001,,,,106.0,30001,,,122.0,2022-06-17 09:09:59.274,2022-06-17 09:09:59.274,,1.2240001,102.80834,88.0,1801,1125.73,,92.0,117.0,,,UTC+0200,SumqgnI0Fz,,,1843e511-2a1e-4d25-8de8-482aefafb11d.com.samsung.health.exercise.live_data.json,,1.0710201,com.sec.android.app.shealth,,,,2022-06-17 09:08:28.597,1843e511-2a1e-4d25-8de8-482aefafb11d,,
386f17ff-60d4-4844-8fde-d6f8ba07dd68.live_data_internal.json,,,178.0,,,,386f17ff-60d4-4844-8fde-d6f8ba07dd68.sensing_status.json,4,,,,,,196,,,,,,2173423,,,,2022-06-03 23:40:46.168,1001,,,,110.0,30001,,,121.0,2022-06-04 00:18:30.243,2022-06-04 00:18:30.243,,1.7207633,83.81249,99.0,3036,1828.16,,178.0,111.0,,,UTC+0200,SumqgnI0Fz,,,386f17ff-60d4-4844-8fde-d6f8ba07dd68.com.samsung.health.exercise.live_data.json,,0.8411432,com.sec.android.app.shealth,,,,2022-06-04 00:16:59.591,386f17ff-60d4-4844-8fde-d6f8ba07dd68,,
d740fe82-fd5d-4e0a-a3cf-66755cb998e5.live_data_internal.json,,,853.1406,,,,d740fe82-fd5d-4e0a-a3cf-66755cb998e5.sensing_status.json,1,,,,,1,488,,,,,,4876263,,,,2022-06-22 15:39:42.593,0,,,,145.0,,,,192.0,2022-06-22 17:01:05.107,2022-06-22 17:00:59.395,,,,102.0,,,,853.1406,,,,UTC+0200,SumqgnI0Fz,,,d740fe82-fd5d-4e0a-a3cf-66755cb998e5.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-22 17:00:58.856,d740fe82-fd5d-4e0a-a3cf-66755cb998e5,,
12d3b114-13aa-41e6-86ad-f50cde5e0ec0.live_data_internal.json,,,51.0,,,,12d3b114-13aa-41e6-86ad-f50cde5e0ec0.sensing_status.json,4,,,,,,52,,,,,,641820,,,,2022-06-10 17:02:51.477,1001,,,,118.0,30001,,,130.0,2022-06-10 17:15:04.872,2022-06-10 17:15:04.872,,1.1944444,100.40198,100.0,1074,649.39,,51.0,114.0,,,UTC+0200,SumqgnI0Fz,,,12d3b114-13aa-41e6-86ad-f50cde5e0ec0.com.samsung.health.exercise.live_data.json,,1.0117946,com.sec.android.app.shealth,,,,2022-06-10 17:13:33.297,12d3b114-13aa-41e6-86ad-f50cde5e0ec0,,
dfe3c054-bc20-4802-add7-5520e90c4256.live_data_internal.json,,,70.0,,,,dfe3c054-bc20-4802-add7-5520e90c4256.sensing_status.json,4,,,,,,77,,,,,,916135,,,,2022-06-22 17:17:26.360,1001,,,,118.0,30001,,,128.0,2022-06-22 17:34:12.657,2022-06-22 17:34:12.657,,1.1666666,101.38244,100.0,1548,883.82,,70.0,112.0,,,UTC+0200,SumqgnI0Fz,,,dfe3c054-bc20-4802-add7-5520e90c4256.com.samsung.health.exercise.live_data.json,,0.9647268,com.sec.android.app.shealth,,,,2022-06-22 17:32:42.495,dfe3c054-bc20-4802-add7-5520e90c4256,,
f7ab6c67-12ea-404d-8a28-90ffd809f6d4.live_data_internal.json,,,121.0,,,,f7ab6c67-12ea-404d-8a28-90ffd809f6d4.sensing_status.json,4,,,,,,168,,,,,,1812951,,,,2022-06-17 23:04:51.053,1001,,,,130.0,30001,,,147.0,2022-06-17 23:36:34.348,2022-06-17 23:36:34.348,,1.1485143,95.28111,107.0,2879,1430.9,,121.0,111.0,,,UTC+0200,SumqgnI0Fz,,,f7ab6c67-12ea-404d-8a28-90ffd809f6d4.com.samsung.health.exercise.live_data.json,,0.7892657,com.sec.android.app.shealth,,,,2022-06-17 23:35:04.004,f7ab6c67-12ea-404d-8a28-90ffd809f6d4,,
02f9598e-e4bc-4cda-b55d-85a9c5008134.live_data_internal.json,,,56.0,,,,02f9598e-e4bc-4cda-b55d-85a9c5008134.sensing_status.json,4,,,,,,65,,,,,,783635,,,,2022-06-09 08:34:24.983,1001,,,,99.0,30001,,,108.0,2022-06-09 08:48:59.110,2022-06-09 08:48:59.110,,1.9722222,103.05819,82.0,1346,720.39,,56.0,114.0,,,UTC+0200,SumqgnI0Fz,,,02f9598e-e4bc-4cda-b55d-85a9c5008134.com.samsung.health.exercise.live_data.json,,0.9192928,com.sec.android.app.shealth,,,,2022-06-09 08:47:28.618,02f9598e-e4bc-4cda-b55d-85a9c5008134,,
976e4837-51f7-4bb6-9e38-3a836e15ac22.live_data_internal.json,,,117.0,,,,976e4837-51f7-4bb6-9e38-3a836e15ac22.sensing_status.json,4,,,,,,41,,,,,,535460,,,,2022-06-17 09:14:48.557,1002,,,,114.0,30001,,,133.0,2022-06-17 09:25:15.359,2022-06-17 09:25:15.359,,3.0555556,136.03256,91.0,1214,1135.19,,117.0,178.0,,,UTC+0200,SumqgnI0Fz,,,976e4837-51f7-4bb6-9e38-3a836e15ac22.com.samsung.health.exercise.live_data.json,,2.1200275,com.sec.android.app.shealth,,,,2022-06-17 09:23:44.017,976e4837-51f7-4bb6-9e38-3a836e15ac22,,
0287d0b2-5a0e-4309-951c-25e5e2458979.live_data_internal.json,,,51.0,,,,0287d0b2-5a0e-4309-951c-25e5e2458979.sensing_status.json,4,,,,,,77,,,,,,917571,,,,2022-06-24 08:44:01.083,1001,,,,95.0,30001,,,112.0,2022-06-24 09:00:49.570,2022-06-24 09:00:49.570,,1.2086666,106.19342,71.0,1624,651.16,,51.0,115.0,,,UTC+0200,SumqgnI0Fz,,,0287d0b2-5a0e-4309-951c-25e5e2458979.com.samsung.health.exercise.live_data.json,,0.70965624,com.sec.android.app.shealth,,,,2022-06-24 08:59:18.654,0287d0b2-5a0e-4309-951c-25e5e2458979,,
2374f0f1-d75b-4450-8469-4aa82fa8db94.live_data_internal.json,,,59.0,,,,2374f0f1-d75b-4450-8469-4aa82fa8db94.sensing_status.json,4,,,,,,48,,,,,,600952,,,,2022-06-11 18:59:28.866,1001,,,,115.0,30001,,,131.0,2022-06-11 19:11:01.334,2022-06-11 19:11:01.334,,1.4462473,81.870094,92.0,820,523.27,,59.0,131.0,,,UTC+0200,SumqgnI0Fz,,,2374f0f1-d75b-4450-8469-4aa82fa8db94.com.samsung.health.exercise.live_data.json,,0.8707351,com.sec.android.app.shealth,,,,2022-06-11 19:09:29.818,2374f0f1-d75b-4450-8469-4aa82fa8db94,,
d3776716-62ee-46bb-b64d-c33286f60d82.live_data_internal.json,,,297.0,,,,d3776716-62ee-46bb-b64d-c33286f60d82.sensing_status.json,4,,,,,,354,,,,,,3664080,,,,2022-06-17 23:36:50.936,1001,,,,122.0,30001,,,135.0,2022-06-18 00:39:25.883,2022-06-18 00:39:25.883,,1.3055556,90.57117,97.0,5531,3368.28,,297.0,113.0,,,UTC+0200,SumqgnI0Fz,,,d3776716-62ee-46bb-b64d-c33286f60d82.com.samsung.health.exercise.live_data.json,,0.91927034,com.sec.android.app.shealth,,,,2022-06-18 00:37:55.016,d3776716-62ee-46bb-b64d-c33286f60d82,,
92bc777f-9a4b-437c-82f0-facbee5a5cb5.live_data_internal.json,,,940.8504,,,,92bc777f-9a4b-437c-82f0-facbee5a5cb5.sensing_status.json,1,,,,,1,615,,,,,,6124265,,,,2022-06-17 09:25:39.023,0,,,,132.0,,,,172.0,2022-06-17 11:07:50.639,2022-06-17 11:07:43.971,,,,99.0,,,,940.8504,,,,UTC+0200,SumqgnI0Fz,,,92bc777f-9a4b-437c-82f0-facbee5a5cb5.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-06-17 11:07:43.288,92bc777f-9a4b-437c-82f0-facbee5a5cb5,,
0622505e-6472-434b-85be-34b48cbe028a.live_data_internal.json,,,97.44585,,,,0622505e-6472-434b-85be-34b48cbe028a.sensing_status.json,4,,,,,,100,,,,,,1137600,,,,2022-06-22 15:20:24.077,1001,,,,109.0,30001,,,124.0,2022-06-22 15:39:43.241,2022-06-22 15:39:43.241,,1.4444444,88.66034,89.0,1681,1030.55,,97.0,121.0,,,UTC+0200,SumqgnI0Fz,,,0622505e-6472-434b-85be-34b48cbe028a.com.samsung.health.exercise.live_data.json,,0.90589845,com.sec.android.app.shealth,,,,2022-06-22 15:39:42.666,0622505e-6472-434b-85be-34b48cbe028a,,
