com.samsung.shealth.food_favorite,6212007,1
0.0,2,2022-04-14 14:28:44.712,2022-04-14 14:28:44.712,fb805464-063c-47a6-817f-52fa42936a0b,,fb805464-063c-47a6-817f-52fa42936a0b,0.0,3JD7PDJoKB,com.sec.android.app.shealth,929bbd71-f728-46db-9c2d-5115dc9d55c2,0f3f9ddf-fa6a-4e77-a31b-f1eb4126debc,
0.0,2,2022-04-05 20:53:38.437,2022-04-05 20:53:38.437,4115894e-0b49-48a0-891f-6a67a1191efb,,4115894e-0b49-48a0-891f-6a67a1191efb,0.0,3JD7PDJoKB,com.sec.android.app.shealth,cd229c51-7a02-4f95-b232-a32828148c1b,73d0f8b5-65ee-4bd0-876b-d078498747b6,
0.0,2,2022-04-05 20:55:26.689,2022-04-05 20:55:26.689,239b26fb-a633-41b8-9bb8-216fa3728b02,,239b26fb-a633-41b8-9bb8-216fa3728b02,0.0,3JD7PDJoKB,com.sec.android.app.shealth,b9d11c33-5c90-4de8-afaa-6247a0bf0199,5afbf8e8-9cb6-4844-a297-8632748f4738,
0.0,2,2022-04-15 12:50:46.012,2022-04-15 12:50:46.012,3c9d8047-1567-44f7-ad23-1f28ac68cbd1,,3c9d8047-1567-44f7-ad23-1f28ac68cbd1,0.0,3JD7PDJoKB,com.sec.android.app.shealth,25c6510c-26f3-483b-8856-f1600f204f6c,74bc5197-e7e9-4b0e-8e27-bca46649a6df,
0.0,2,2022-04-06 10:39:15.781,2022-04-06 10:39:15.781,423f4158-ccc3-41c9-8ffd-f935d3599bf9,,423f4158-ccc3-41c9-8ffd-f935d3599bf9,0.0,3JD7PDJoKB,com.sec.android.app.shealth,962cfe29-5a22-4495-bec6-21feed1e6987,7d530bef-e469-414b-b137-d2f1481d3729,
0.0,2,2022-04-15 18:11:18.842,2022-04-15 18:11:18.842,3d3aac71-aab9-43a3-b07b-0ed6577431e0,,3d3aac71-aab9-43a3-b07b-0ed6577431e0,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ed24660e-6cfa-4f28-92ba-e62fdbeed684,2289b6bb-1df4-45fe-9950-43214dc45793,
0.0,2,2022-04-06 10:41:37.486,2022-04-06 10:41:37.486,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,0.0,3JD7PDJoKB,com.sec.android.app.shealth,7d140fbd-9541-4f13-aeaa-13a9fb137ca2,58d1ebf2-8db7-4dba-ad57-7f966bf126d1,
0.0,2,2022-04-15 19:53:56.127,2022-04-15 19:53:56.127,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,0.0,3JD7PDJoKB,com.sec.android.app.shealth,97fcf84b-5359-4f54-853d-81b84e7cb6df,b205ae7d-e5a1-4b7a-b711-16060181e464,
0.0,2,2022-04-06 07:21:15.794,2022-04-06 07:21:15.794,902c579e-1af6-45b0-98df-17c12a810405,,902c579e-1af6-45b0-98df-17c12a810405,0.0,3JD7PDJoKB,com.sec.android.app.shealth,71a900ee-6268-4207-b203-0cc9628d8b4c,45e8158a-9d57-479f-a723-841abf0cd535,
0.0,2,2022-04-06 20:52:40.601,2022-04-06 20:52:40.601,4f3ccb49-9752-4dd9-bb1a-5a3a48ee0f71,,4f3ccb49-9752-4dd9-bb1a-5a3a48ee0f71,0.0,3JD7PDJoKB,com.sec.android.app.shealth,79e16147-b5b2-435b-b8a1-3d9df88df509,8f94e437-3d00-43fe-ba76-d388082ef7a4,
0.0,2,2022-04-05 10:51:35.402,2022-04-05 10:51:35.402,631d144c-90e5-41cd-baad-5e1a48c237c0,,631d144c-90e5-41cd-baad-5e1a48c237c0,0.0,3JD7PDJoKB,com.sec.android.app.shealth,5321f32c-f348-47e2-8dbe-566255e61d20,e2ffd0a6-22d0-4f5e-a396-7d5c2540aee0,
0.0,2,2022-04-07 19:12:02.699,2022-04-07 19:12:02.699,5762a255-6d32-4d62-b29a-5c0dc7aef6cb,,5762a255-6d32-4d62-b29a-5c0dc7aef6cb,0.0,3JD7PDJoKB,com.sec.android.app.shealth,00ae78e8-ea81-467f-a77a-1110f4428092,ada39d25-9a44-4459-8aa9-76204e902c2c,
0.0,2,2022-04-08 09:06:09.912,2022-04-08 09:06:09.912,3dc2dd73-f815-48b0-86a2-4035a5ed2bcc,,3dc2dd73-f815-48b0-86a2-4035a5ed2bcc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,c4375861-f589-482b-b660-d5f8bb42d2aa,fdab0a03-dc62-45c8-a0aa-edef52ca63c0,
0.0,2,2022-04-06 10:41:37.486,2022-04-06 10:41:37.486,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,0.0,3JD7PDJoKB,com.sec.android.app.shealth,61eb84db-93fc-4273-83d2-24283924574b,7d530bef-e469-414b-b137-d2f1481d3729,
0.0,2,2022-04-08 12:42:32.373,2022-04-08 12:42:32.373,e0582f07-8938-45d0-b9fd-2336ad8c7e05,,e0582f07-8938-45d0-b9fd-2336ad8c7e05,0.0,3JD7PDJoKB,com.sec.android.app.shealth,7fadb880-cada-4814-8504-9198d2eb2976,bd7b9838-4e95-4ce9-8949-14a3c9e2f935,
0.0,2,2022-04-05 20:55:26.689,2022-04-05 20:55:26.689,239b26fb-a633-41b8-9bb8-216fa3728b02,,239b26fb-a633-41b8-9bb8-216fa3728b02,0.0,3JD7PDJoKB,com.sec.android.app.shealth,12cd011c-b91c-4deb-9823-e7938d21e379,74bc5197-e7e9-4b0e-8e27-bca46649a6df,
0.0,2,2022-04-09 10:23:36.790,2022-04-09 10:23:36.790,7bd5e638-7ad9-4f08-bbfd-18b0da5418fd,,7bd5e638-7ad9-4f08-bbfd-18b0da5418fd,0.0,3JD7PDJoKB,com.sec.android.app.shealth,7d08248d-f7dc-46c3-bc6c-16fd9bd56571,2aecda6b-5f43-4ab0-a661-a9703ff1d62f,
0.0,2,2022-04-06 10:39:15.781,2022-04-06 10:39:15.781,423f4158-ccc3-41c9-8ffd-f935d3599bf9,,423f4158-ccc3-41c9-8ffd-f935d3599bf9,0.0,3JD7PDJoKB,com.sec.android.app.shealth,a2a94518-8876-412f-a9e2-075b669646b6,58d1ebf2-8db7-4dba-ad57-7f966bf126d1,
0.0,2,2022-04-09 13:09:06.100,2022-04-09 13:09:06.100,9014e3d1-6827-4b4d-bd6c-6d39f94b50d7,,9014e3d1-6827-4b4d-bd6c-6d39f94b50d7,0.0,3JD7PDJoKB,com.sec.android.app.shealth,474b8015-fd23-4fab-8cbc-1e36cfd30824,86b24b65-a40a-436d-9863-8af1343c4266,
0.0,2,2022-04-06 20:51:47.768,2022-04-06 20:51:47.768,94883efc-1011-4209-bde5-3c76b72e898b,,94883efc-1011-4209-bde5-3c76b72e898b,0.0,3JD7PDJoKB,com.sec.android.app.shealth,f29852bb-8e1d-410a-8928-71adfcf7ea05,f08905c8-b199-400e-972f-5ede36600969,
0.0,2,2022-04-06 10:41:37.486,2022-04-06 10:41:37.486,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,,f4171b36-61b4-4f2e-b29b-4488cbdce0ca,0.0,3JD7PDJoKB,com.sec.android.app.shealth,224322f5-e7f2-4bf3-92ca-473b06ae2d63,570b9ff9-9793-4697-a146-91c838600ab7,
0.0,2,2022-04-10 07:56:05.764,2022-04-10 07:56:05.764,6643a3df-df28-4adb-956b-bbacdf4fb4a0,,6643a3df-df28-4adb-956b-bbacdf4fb4a0,0.0,3JD7PDJoKB,com.sec.android.app.shealth,b9ba2973-2b3b-470d-849d-873e456c76ff,73b5a190-0efc-4247-852c-35ef301ac2b1,
0.0,2,2022-04-07 19:12:02.698,2022-04-07 19:12:02.698,5762a255-6d32-4d62-b29a-5c0dc7aef6cb,,5762a255-6d32-4d62-b29a-5c0dc7aef6cb,0.0,3JD7PDJoKB,com.sec.android.app.shealth,8483c99b-7319-4f05-a6a8-0acc03e0bb3d,7b31831f-d12e-4454-b628-32e5bb79438e,
0.0,2,2022-04-07 08:15:28.172,2022-04-07 08:15:28.172,5ac11420-e832-4a0d-ab44-c8114e5e6b64,,5ac11420-e832-4a0d-ab44-c8114e5e6b64,0.0,3JD7PDJoKB,com.sec.android.app.shealth,6c055036-385b-4840-b629-bad97121ed4c,00bfbc0f-df09-4c48-8489-680b04fc2343,
0.0,2,2022-04-10 08:00:07.604,2022-04-10 08:00:07.604,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,0.0,3JD7PDJoKB,com.sec.android.app.shealth,d33c8e99-3417-4288-8758-1d233535a458,73b5a190-0efc-4247-852c-35ef301ac2b1,
0.0,2,2022-04-08 06:35:54.679,2022-04-08 06:35:54.679,e28e7857-2b2c-4179-90ef-03887439d264,,e28e7857-2b2c-4179-90ef-03887439d264,0.0,3JD7PDJoKB,com.sec.android.app.shealth,cc812f33-da19-441e-bf92-9826120f75cf,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
0.0,2,2022-04-11 05:59:02.996,2022-04-11 05:59:02.996,a45a95af-91a9-4860-a709-1bd214078e8d,,a45a95af-91a9-4860-a709-1bd214078e8d,0.0,3JD7PDJoKB,com.sec.android.app.shealth,f69f0eb7-93b0-46b4-acd5-0206b28f67a0,7cafca4c-15c7-4a66-99d9-1ebdab9d8b63,
0.0,2,2022-04-08 06:03:33.820,2022-04-08 06:03:33.820,9b2df092-5cbd-46bd-a6de-0a088b4234a1,,9b2df092-5cbd-46bd-a6de-0a088b4234a1,0.0,3JD7PDJoKB,com.sec.android.app.shealth,131f427a-b009-4ae0-8d7c-71d6987b2941,7b31831f-d12e-4454-b628-32e5bb79438e,
0.0,2,2022-04-11 06:01:03.649,2022-04-11 06:01:03.649,c654c005-45d2-4d84-897a-d31a1b4889c2,,c654c005-45d2-4d84-897a-d31a1b4889c2,0.0,3JD7PDJoKB,com.sec.android.app.shealth,9318e0da-03f9-483b-9889-47ad89c3ecfa,1a81415c-5dad-4cb5-bcee-d59c6cef30af,
0.0,2,2022-04-08 12:42:32.373,2022-04-08 12:42:32.373,e0582f07-8938-45d0-b9fd-2336ad8c7e05,,e0582f07-8938-45d0-b9fd-2336ad8c7e05,0.0,3JD7PDJoKB,com.sec.android.app.shealth,43a699a6-ca3c-4709-b046-fc4cf1624d24,1d9584cd-89ff-4d52-96f3-711763d2b22b,
0.0,2,2022-04-08 09:06:09.912,2022-04-08 09:06:09.912,3dc2dd73-f815-48b0-86a2-4035a5ed2bcc,,3dc2dd73-f815-48b0-86a2-4035a5ed2bcc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,c95c47e6-3d44-46c5-b377-f379c9098379,dd8d1d67-1535-4793-aa83-8a126ff4b3df,
0.0,2,2022-04-08 12:43:32.771,2022-04-08 12:43:32.771,4c45a728-7bee-446e-bc33-58cd0a86060f,,4c45a728-7bee-446e-bc33-58cd0a86060f,0.0,3JD7PDJoKB,com.sec.android.app.shealth,76df50aa-2790-4279-b2d8-f6a7b3b47140,1d9584cd-89ff-4d52-96f3-711763d2b22b,
0.0,2,2022-04-09 10:23:36.790,2022-04-09 10:23:36.790,7bd5e638-7ad9-4f08-bbfd-18b0da5418fd,,7bd5e638-7ad9-4f08-bbfd-18b0da5418fd,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ce53fa01-1cf2-4b0b-8719-937b1ae2c544,2bd06491-645b-41ea-8dde-9d0080c3a397,
0.0,2,2022-04-11 18:49:04.627,2022-04-11 18:49:04.627,b2c6433f-f3cc-4cb2-a747-e0f700382b4c,,b2c6433f-f3cc-4cb2-a747-e0f700382b4c,0.0,3JD7PDJoKB,com.sec.android.app.shealth,14e55ef0-d543-4a33-b70b-ead378669e54,231fd50f-c92c-4ff5-95d3-59e0563e7e7c,
0.0,2,2022-04-09 10:24:02.427,2022-04-09 10:24:02.427,b376a842-415d-4f43-a901-16602fd8e4cc,,b376a842-415d-4f43-a901-16602fd8e4cc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,c4c9dd08-b054-4c1b-bfc0-e413beefbe9c,69e42880-0ac5-4529-9dfb-a465e8a55829,
0.0,2,2022-04-09 11:07:04.009,2022-04-09 11:07:04.009,8fb158c6-9ee5-426d-8bb4-84b837975476,,8fb158c6-9ee5-426d-8bb4-84b837975476,0.0,3JD7PDJoKB,com.sec.android.app.shealth,de1986a0-97e0-4020-9d63-f5c3fb63530a,87e9771c-1090-433a-8682-07532803f02d,
0.0,2,2022-04-11 19:00:55.430,2022-04-11 19:00:55.430,af9ead2f-91dc-4e3b-9824-712468caa8bc,,af9ead2f-91dc-4e3b-9824-712468caa8bc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,d4674bf9-0603-4cc2-93fa-41baeae233de,7ca22b78-0dc2-481d-be4b-fec7be9dcc7b,
0.0,2,2022-04-09 13:09:06.100,2022-04-09 13:09:06.100,9014e3d1-6827-4b4d-bd6c-6d39f94b50d7,,9014e3d1-6827-4b4d-bd6c-6d39f94b50d7,0.0,3JD7PDJoKB,com.sec.android.app.shealth,98878aee-b6a4-470a-b411-492df92e4c83,f85766ad-cc99-47e5-b0df-ed91d1ce001f,
0.0,2,2022-04-10 07:56:05.764,2022-04-10 07:56:05.764,6643a3df-df28-4adb-956b-bbacdf4fb4a0,,6643a3df-df28-4adb-956b-bbacdf4fb4a0,0.0,3JD7PDJoKB,com.sec.android.app.shealth,6a64ed03-ab90-423d-a72d-fcff9a792843,2690c9a7-34b5-4855-8f95-d62d30fa3192,
0.0,2,2022-04-13 07:10:15.462,2022-04-13 07:10:15.462,eb3ce25e-a8c5-4628-9c13-3b2b72599afe,,eb3ce25e-a8c5-4628-9c13-3b2b72599afe,0.0,3JD7PDJoKB,com.sec.android.app.shealth,a7b691a7-0326-4f6d-963a-53d29aa0d578,bd7b9838-4e95-4ce9-8949-14a3c9e2f935,
0.0,2,2022-04-10 08:00:07.604,2022-04-10 08:00:07.604,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,0.0,3JD7PDJoKB,com.sec.android.app.shealth,c57a656b-a17a-448f-9392-83ce85595d92,bc7edd2f-bc04-4d54-9a7f-e7e72638610f,
0.0,2,2022-04-13 07:13:12.349,2022-04-13 07:13:12.349,348b4b7e-ab1a-4572-af08-676a8dfee9aa,,348b4b7e-ab1a-4572-af08-676a8dfee9aa,0.0,3JD7PDJoKB,com.sec.android.app.shealth,cf121712-1ade-44f1-a5ee-7026dec051a7,b56636ef-2c6a-4ba3-b6d4-0200eef3565b,
0.0,2,2022-04-10 07:56:05.764,2022-04-10 07:56:05.764,6643a3df-df28-4adb-956b-bbacdf4fb4a0,,6643a3df-df28-4adb-956b-bbacdf4fb4a0,0.0,3JD7PDJoKB,com.sec.android.app.shealth,145dbc07-7ee1-4351-85fa-e2698abea8ed,a2b2f019-268c-456b-bfdc-d82e77392f4f,
0.0,2,2022-04-10 12:32:40.837,2022-04-10 12:32:40.837,f6442ba9-6f3c-4a32-bcd9-2d384ae1aa15,,f6442ba9-6f3c-4a32-bcd9-2d384ae1aa15,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ea7dee18-0878-45db-aff7-9498c34446bd,6daf01cd-cfe4-4d6d-b760-e00276dbfdea,
0.0,2,2022-04-14 08:33:50.573,2022-04-14 08:33:50.573,4e630587-746b-4373-b05e-b4a91997b337,,4e630587-746b-4373-b05e-b4a91997b337,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ce173285-cedc-4e01-8185-2004a77521b3,6c13b183-4824-4b7e-aa2f-990ae362ca8e,
0.0,2,2022-04-10 08:00:07.604,2022-04-10 08:00:07.604,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,,1c875aa3-46d2-4b6b-81eb-4abf21ce13ce,0.0,3JD7PDJoKB,com.sec.android.app.shealth,695f0039-933d-4b41-939d-ba8befc22b83,7409e369-76ba-4b1a-b4c6-e6f020fbc09f,
0.0,2,2022-04-11 05:59:02.996,2022-04-11 05:59:02.996,a45a95af-91a9-4860-a709-1bd214078e8d,,a45a95af-91a9-4860-a709-1bd214078e8d,0.0,3JD7PDJoKB,com.sec.android.app.shealth,72997be3-725b-4b76-ba7f-e229aecdb067,231fd50f-c92c-4ff5-95d3-59e0563e7e7c,
0.0,2,2022-04-14 14:28:44.712,2022-04-14 14:28:44.712,fb805464-063c-47a6-817f-52fa42936a0b,,fb805464-063c-47a6-817f-52fa42936a0b,0.0,3JD7PDJoKB,com.sec.android.app.shealth,079bb6cb-1165-4fc4-aada-643d2d9835e2,ebd28148-bed9-4df0-92f2-4c945f587dcd,
0.0,2,2022-04-11 05:59:02.996,2022-04-11 05:59:02.996,a45a95af-91a9-4860-a709-1bd214078e8d,,a45a95af-91a9-4860-a709-1bd214078e8d,0.0,3JD7PDJoKB,com.sec.android.app.shealth,f3a67d4e-fe08-4d00-b482-a09df3c28576,a2b2f019-268c-456b-bfdc-d82e77392f4f,
0.0,2,2022-04-11 18:49:04.627,2022-04-11 18:49:04.627,b2c6433f-f3cc-4cb2-a747-e0f700382b4c,,b2c6433f-f3cc-4cb2-a747-e0f700382b4c,0.0,3JD7PDJoKB,com.sec.android.app.shealth,39ee741a-391c-40c7-839b-1ddcb64c03d8,682ef5e1-d9be-4e04-b3fa-03320df162b2,
0.0,2,2022-04-11 06:01:03.649,2022-04-11 06:01:03.649,c654c005-45d2-4d84-897a-d31a1b4889c2,,c654c005-45d2-4d84-897a-d31a1b4889c2,0.0,3JD7PDJoKB,com.sec.android.app.shealth,638d2ea6-5897-49d8-8955-62fd14ba0bce,bc7edd2f-bc04-4d54-9a7f-e7e72638610f,
0.0,2,2022-04-14 14:30:00.384,2022-04-14 14:30:00.384,f24ec839-d136-4177-b02d-b76d8e5d0b65,,f24ec839-d136-4177-b02d-b76d8e5d0b65,0.0,3JD7PDJoKB,com.sec.android.app.shealth,80c3d018-aeac-4b06-9c58-2b3cb22d3161,ebd28148-bed9-4df0-92f2-4c945f587dcd,
0.0,2,2022-04-11 19:00:20.169,2022-04-11 19:00:20.169,ecb1b2f2-e8de-425c-895d-3441a8edfe84,,ecb1b2f2-e8de-425c-895d-3441a8edfe84,0.0,3JD7PDJoKB,com.sec.android.app.shealth,08f90972-e56d-4ddf-97cf-34ae9acaf110,5116b3be-1d03-42c5-93b4-70a4490b2885,
0.0,2,2022-04-15 13:12:01.381,2022-04-15 13:12:01.381,29976cd0-229d-4703-9d27-5ece94b4769f,,29976cd0-229d-4703-9d27-5ece94b4769f,0.0,3JD7PDJoKB,com.sec.android.app.shealth,413418d7-bdba-4e77-99c3-4af32a82065e,74bc5197-e7e9-4b0e-8e27-bca46649a6df,
0.0,2,2022-04-11 19:00:55.430,2022-04-11 19:00:55.430,af9ead2f-91dc-4e3b-9824-712468caa8bc,,af9ead2f-91dc-4e3b-9824-712468caa8bc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,9dc42b8e-3d71-42bb-8f08-50dd3a76f6bd,2d86d69b-8956-44ee-8eac-bbb646cc8b7f,
0.0,2,2022-04-15 19:53:56.126,2022-04-15 19:53:56.126,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,0.0,3JD7PDJoKB,com.sec.android.app.shealth,90949435-b072-4ecd-95f1-03838243d32d,5afbf8e8-9cb6-4844-a297-8632748f4738,
0.0,2,2022-04-13 07:10:15.462,2022-04-13 07:10:15.462,eb3ce25e-a8c5-4628-9c13-3b2b72599afe,,eb3ce25e-a8c5-4628-9c13-3b2b72599afe,0.0,3JD7PDJoKB,com.sec.android.app.shealth,2b11201a-96e4-4be9-b399-cbc39b2d7e34,2d86d69b-8956-44ee-8eac-bbb646cc8b7f,
0.0,2,2022-04-11 19:00:55.430,2022-04-11 19:00:55.430,af9ead2f-91dc-4e3b-9824-712468caa8bc,,af9ead2f-91dc-4e3b-9824-712468caa8bc,0.0,3JD7PDJoKB,com.sec.android.app.shealth,9ea80a32-e9a6-4ec9-9112-dcb6690034d5,5116b3be-1d03-42c5-93b4-70a4490b2885,
0.0,2,2022-04-13 07:13:12.349,2022-04-13 07:13:12.349,348b4b7e-ab1a-4572-af08-676a8dfee9aa,,348b4b7e-ab1a-4572-af08-676a8dfee9aa,0.0,3JD7PDJoKB,com.sec.android.app.shealth,d90f763e-93e0-4373-8231-d5e612d79d56,a575bbd7-ce77-4660-840b-925b6045fb1d,
0.0,2,2022-04-12 10:47:00.797,2022-04-12 10:47:00.797,50fe52cd-a274-4f4d-ab3f-fd0f8ee0485a,,50fe52cd-a274-4f4d-ab3f-fd0f8ee0485a,0.0,3JD7PDJoKB,com.sec.android.app.shealth,a7fc18ca-82ad-4023-a276-7725cb9696a7,6c13b183-4824-4b7e-aa2f-990ae362ca8e,
0.0,2,2022-04-14 08:33:50.573,2022-04-14 08:33:50.573,4e630587-746b-4373-b05e-b4a91997b337,,4e630587-746b-4373-b05e-b4a91997b337,0.0,3JD7PDJoKB,com.sec.android.app.shealth,5ebc8c8c-5ac5-4ab3-9768-9297800a33c0,966315bc-36f1-4b70-98f5-25828c0a333f,
0.0,2,2022-04-13 07:13:12.349,2022-04-13 07:13:12.349,348b4b7e-ab1a-4572-af08-676a8dfee9aa,,348b4b7e-ab1a-4572-af08-676a8dfee9aa,0.0,3JD7PDJoKB,com.sec.android.app.shealth,41104f0c-ca96-495c-84ac-e45a6ea3039b,53b3e0f7-81cf-4370-86f8-0162af37f35d,
0.0,2,2022-04-14 14:28:44.712,2022-04-14 14:28:44.712,fb805464-063c-47a6-817f-52fa42936a0b,,fb805464-063c-47a6-817f-52fa42936a0b,0.0,3JD7PDJoKB,com.sec.android.app.shealth,100b0be5-ab27-434a-880f-99bd7991b271,2b876055-4ea0-4a5a-bb79-b45e71ea6222,
0.0,2,2022-04-14 08:33:50.573,2022-04-14 08:33:50.573,4e630587-746b-4373-b05e-b4a91997b337,,4e630587-746b-4373-b05e-b4a91997b337,0.0,3JD7PDJoKB,com.sec.android.app.shealth,1d05b732-e92c-403a-aeae-10948c0c2b45,fdab0a03-dc62-45c8-a0aa-edef52ca63c0,
0.0,2,2022-04-14 14:30:00.384,2022-04-14 14:30:00.384,f24ec839-d136-4177-b02d-b76d8e5d0b65,,f24ec839-d136-4177-b02d-b76d8e5d0b65,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ac687246-6c29-482f-abe7-c28cccd1ff55,2b876055-4ea0-4a5a-bb79-b45e71ea6222,
0.0,2,2022-04-14 08:35:15.032,2022-04-14 08:35:15.032,4ff41897-5034-4e8c-b77d-8bd2526c7b94,,4ff41897-5034-4e8c-b77d-8bd2526c7b94,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ea678d5b-5fb0-4b8f-880b-6285c59fa14e,b56636ef-2c6a-4ba3-b6d4-0200eef3565b,
0.0,2,2022-04-15 13:12:01.382,2022-04-15 13:12:01.382,29976cd0-229d-4703-9d27-5ece94b4769f,,29976cd0-229d-4703-9d27-5ece94b4769f,0.0,3JD7PDJoKB,com.sec.android.app.shealth,c17b49a7-1044-4b2e-bb26-28f8837eefa2,7dd1afa3-0a46-4d42-9a93-cf081c9e5617,
0.0,2,2022-04-14 14:30:00.384,2022-04-14 14:30:00.384,f24ec839-d136-4177-b02d-b76d8e5d0b65,,f24ec839-d136-4177-b02d-b76d8e5d0b65,0.0,3JD7PDJoKB,com.sec.android.app.shealth,85ee96e6-6e20-4536-8d3d-cfc2c10cf64d,d595c1ce-6f48-47a2-b792-7be5a6718553,
0.0,2,2022-04-15 19:53:56.126,2022-04-15 19:53:56.126,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ef3a4175-865b-448b-8528-3897aee32894,d94a52ec-e789-4359-aaa5-121cf7890fff,
0.0,2,2022-04-15 12:50:46.012,2022-04-15 12:50:46.012,3c9d8047-1567-44f7-ad23-1f28ac68cbd1,,3c9d8047-1567-44f7-ad23-1f28ac68cbd1,0.0,3JD7PDJoKB,com.sec.android.app.shealth,2dcaf608-c3f6-455d-9ff2-f949d48adbc9,7dd1afa3-0a46-4d42-9a93-cf081c9e5617,
0.0,2,2022-04-15 19:53:56.126,2022-04-15 19:53:56.126,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,,3a4b0a7e-e2d9-421f-8e2e-f7208e8f03df,0.0,3JD7PDJoKB,com.sec.android.app.shealth,fdd7f7a9-72c6-40a6-bda1-73863363e01d,d595c1ce-6f48-47a2-b792-7be5a6718553,
